league,season,match_id,match_date,team_id,team,side,mslb,regime,dD_base,dD_after_aging,dD_final,abs_dD_base,abs_dD_after_aging,abs_dD_final,dS,dP_fav,dP_x,dP_dog,abs_dah,abs_dtot,month
La Liga,2024-25,6363,2025-05-18,26,Celta,home,37,stable,-0.038258846927533674,-0.08923596936171907,-0.0036635570664785844,0.038258846927533674,0.08923596936171907,0.0036635570664785844,-0.11225396489009842,-1.6633559580000679,0.06021169635777035,1.6031442616423002,0.0,0.25,5
La Liga,2024-25,6363,2025-05-18,39,Vallecano,away,37,stable,-0.038258846927533674,-0.08923596936171907,-0.0036635570664785844,0.038258846927533674,0.08923596936171907,0.0036635570664785844,-0.11225396489009842,-1.6633559580000679,0.06021169635777035,1.6031442616423002,0.0,0.25,5
La Liga,2024-25,6364,2025-05-18,100,Las Palmas,home,37,stable,-0.7329275009160502,-0.650456812765994,-0.6775018459685626,0.7329275009160502,0.650456812765994,0.6775018459685626,-0.5351791213084875,-18.33664621039533,2.5742714332040286,15.762374777191306,0.5,0.5,5
La Liga,2024-25,6364,2025-05-18,101,Leganes,away,37,stable,-0.7329275009160502,-0.650456812765994,-0.6775018459685626,0.7329275009160502,0.650456812765994,0.6775018459685626,-0.5351791213084875,-18.33664621039533,2.5742714332040286,15.762374777191306,0.5,0.5,5
La Liga,2024-25,6365,2025-05-18,32,Mallorca,home,37,stable,0.2595291915063536,0.2947443624392426,0.3234170287444531,0.2595291915063536,0.2947443624392426,0.3234170287444531,-0.038324795524337096,8.395806246218939,-1.42901784245561,-6.966788403763341,0.25,0.0,5
La Liga,2024-25,6365,2025-05-18,29,Getafe,away,38,stable,0.2595291915063536,0.2947443624392426,0.3234170287444531,0.2595291915063536,0.2947443624392426,0.3234170287444531,-0.038324795524337096,8.395806246218939,-1.42901784245561,-6.966788403763341,0.25,0.0,5
La Liga,2024-25,6366,2025-05-18,33,Osasuna,home,37,stable,0.24957395910381386,0.3522073766266084,0.40335996598988366,0.24957395910381386,0.3522073766266084,0.40335996598988366,-0.26084223192961087,8.84361099043004,-1.0839062678825118,-7.759704722547555,0.25,0.0,5
La Liga,2024-25,6366,2025-05-18,28,Espanol,away,36,stable,0.24957395910381386,0.3522073766266084,0.40335996598988366,0.24957395910381386,0.3522073766266084,0.40335996598988366,-0.26084223192961087,8.84361099043004,-1.0839062678825118,-7.759704722547555,0.25,0.0,5
La Liga,2024-25,6367,2025-05-18,36,Sevilla,home,38,stable,0.668461155290383,0.6001012946786535,0.6579569964062217,0.668461155290383,0.6001012946786535,0.6579569964062217,-0.29958018816598697,14.386588587251332,-1.9558464078139493,-12.430742179437438,0.5,0.25,5
La Liga,2024-25,6367,2025-05-18,35,Real Madrid,away,37,stable,0.668461155290383,0.6001012946786535,0.6579569964062217,0.668461155290383,0.6001012946786535,0.6579569964062217,-0.29958018816598697,14.386588587251332,-1.9558464078139493,-12.430742179437438,0.5,0.25,5
La Liga,2024-25,6368,2025-05-18,37,Sociedad,home,37,stable,-0.31101394544998173,-0.4163493366901325,-0.29102598913962174,0.31101394544998173,0.4163493366901325,0.29102598913962174,-0.4196745101573205,-8.717124154671813,3.077892317716108,5.639231836955699,0.25,0.5,5
La Liga,2024-25,6368,2025-05-18,30,Girona,away,37,stable,-0.31101394544998173,-0.4163493366901325,-0.29102598913962174,0.31101394544998173,0.4163493366901325,0.29102598913962174,-0.4196745101573205,-8.717124154671813,3.077892317716108,5.639231836955699,0.25,0.5,5
La Liga,2024-25,6369,2025-05-18,38,Valencia,home,37,stable,-0.3218065424132569,-0.33464138551636524,-0.34950267170052973,0.3218065424132569,0.33464138551636524,0.34950267170052973,-0.031112090269096004,-9.180639783979899,-1.6154044515195254,10.79604423549942,0.5,0.0,5
La Liga,2024-25,6369,2025-05-18,22,Ath Bilbao,away,37,stable,-0.3218065424132569,-0.33464138551636524,-0.34950267170052973,0.3218065424132569,0.33464138551636524,0.34950267170052973,-0.031112090269096004,-9.180639783979899,-1.6154044515195254,10.79604423549942,0.5,0.0,5
La Liga,2024-25,6370,2025-05-18,102,Valladolid,home,37,stable,-0.47778101620378594,0.09430856489614448,0.15453511409833087,0.47778101620378594,0.09430856489614448,0.15453511409833087,-0.1455901182886059,2.30543018263748,0.28711462810606103,-2.592544810743527,0.0,0.0,5
La Liga,2024-25,6370,2025-05-18,21,Alaves,away,35,stable,-0.47778101620378594,0.09430856489614448,0.15453511409833087,0.47778101620378594,0.09430856489614448,0.15453511409833087,-0.1455901182886059,2.30543018263748,0.28711462810606103,-2.592544810743527,0.0,0.0,5
La Liga,2024-25,6371,2025-05-23,25,Betis,home,38,stable,-0.000792515320203302,0.4848392995563078,0.5504296305904761,0.000792515320203302,0.4848392995563078,0.5504296305904761,-0.6747582402169043,11.952244676085344,-0.3771327843951816,-11.575111891690138,0.5,0.75,5
La Liga,2024-25,6371,2025-05-23,38,Valencia,away,38,stable,-0.000792515320203302,0.4848392995563078,0.5504296305904761,0.000792515320203302,0.4848392995563078,0.5504296305904761,-0.6747582402169043,11.952244676085344,-0.3771327843951816,-11.575111891690138,0.5,0.75,5
La Liga,2024-25,6372,2025-05-24,35,Real Madrid,home,38,stable,-0.2850531862139305,-0.040025428870823054,0.058667820702123175,0.2850531862139305,0.040025428870823054,0.058667820702123175,-0.9733781741248482,2.272224801070788,1.7893433752085242,-4.061568176279305,0.0,0.75,5
La Liga,2024-25,6372,2025-05-24,37,Sociedad,away,38,stable,-0.2850531862139305,-0.040025428870823054,0.058667820702123175,0.2850531862139305,0.040025428870823054,0.058667820702123175,-0.9733781741248482,2.272224801070788,1.7893433752085242,-4.061568176279305,0.0,0.75,5
La Liga,2024-25,6373,2025-05-24,28,Espanol,home,37,stable,-1.084549666817252,-1.0243394000137058,-0.9001592056828401,1.084549666817252,1.0243394000137058,0.9001592056828401,-0.691718845978345,-23.90594470302605,11.510871027135217,12.39507367589081,0.75,0.5,5
La Liga,2024-25,6373,2025-05-24,100,Las Palmas,away,38,stable,-1.084549666817252,-1.0243394000137058,-0.9001592056828401,1.084549666817252,1.0243394000137058,0.9001592056828401,-0.691718845978345,-23.90594470302605,11.510871027135217,12.39507367589081,0.75,0.5,5
La Liga,2024-25,6374,2025-05-24,101,Leganes,home,38,stable,-0.8985215500626968,-0.44797094595683595,-0.2969278790109815,0.8985215500626968,0.44797094595683595,0.2969278790109815,-0.8795730705724569,-6.212460670555197,6.722505096997403,-0.5100444264421979,0.25,0.75,5
La Liga,2024-25,6374,2025-05-24,102,Valladolid,away,38,stable,-0.8985215500626968,-0.44797094595683595,-0.2969278790109815,0.8985215500626968,0.44797094595683595,0.2969278790109815,-0.8795730705724569,-6.212460670555197,6.722505096997403,-0.5100444264421979,0.25,0.75,5
La Liga,2024-25,6375,2025-05-24,21,Alaves,home,36,stable,-0.6369822011060842,-0.6411872917731911,-0.6670816916012905,0.6369822011060842,0.6411872917731911,0.6670816916012905,-0.20028121876002025,-17.8374138495684,0.8613480837721454,16.97606576579624,0.75,0.25,5
La Liga,2024-25,6375,2025-05-24,33,Osasuna,away,38,stable,-0.6369822011060842,-0.6411872917731911,-0.6670816916012905,0.6369822011060842,0.6411872917731911,0.6670816916012905,-0.20028121876002025,-17.8374138495684,0.8613480837721454,16.97606576579624,0.75,0.25,5
La Liga,2024-25,6376,2025-05-24,29,Getafe,home,39,stable,-0.9425975567032895,-0.9772670504709016,-1.089300652062942,0.9425975567032895,0.9772670504709016,1.089300652062942,-0.38262297424496916,-29.745746043040523,6.138448721553011,23.60729732148752,1.0,0.5,5
La Liga,2024-25,6376,2025-05-24,26,Celta,away,38,stable,-0.9425975567032895,-0.9772670504709016,-1.089300652062942,0.9425975567032895,0.9772670504709016,1.089300652062942,-0.38262297424496916,-29.745746043040523,6.138448721553011,23.60729732148752,1.0,0.5,5
La Liga,2024-25,6377,2025-05-24,39,Vallecano,home,38,stable,-0.8264797059011441,-0.8464427789070434,-0.7257043368146311,0.8264797059011441,0.8464427789070434,0.7257043368146311,-0.515052393980644,-19.842064392443593,9.761856518816318,10.080207873627305,0.5,0.5,5
La Liga,2024-25,6377,2025-05-24,32,Mallorca,away,38,stable,-0.8264797059011441,-0.8464427789070434,-0.7257043368146311,0.8264797059011441,0.8464427789070434,0.7257043368146311,-0.515052393980644,-19.842064392443593,9.761856518816318,10.080207873627305,0.5,0.5,5
La Liga,2024-25,6378,2025-05-25,30,Girona,home,38,stable,-0.09135350746852994,0.10719088666712684,0.13499891815555876,0.09135350746852994,0.10719088666712684,0.13499891815555876,-0.4936306457400321,2.271291622406041,-0.03623801317689246,-2.2350536092291264,0.0,0.5,5
La Liga,2024-25,6378,2025-05-25,23,Ath Madrid,away,37,stable,-0.09135350746852994,0.10719088666712684,0.13499891815555876,0.09135350746852994,0.10719088666712684,0.13499891815555876,-0.4936306457400321,2.271291622406041,-0.03623801317689246,-2.2350536092291264,0.0,0.5,5
La Liga,2024-25,6379,2025-05-25,40,Villarreal,home,38,stable,-0.1499533757531859,0.06897480753477536,0.12079901451256203,0.1499533757531859,0.06897480753477536,0.12079901451256203,-0.3535852086440179,1.445002961614672,0.7952082026449314,-2.240211164259656,0.0,0.25,5
La Liga,2024-25,6379,2025-05-25,36,Sevilla,away,39,stable,-0.1499533757531859,0.06897480753477536,0.12079901451256203,0.1499533757531859,0.06897480753477536,0.12079901451256203,-0.3535852086440179,1.445002961614672,0.7952082026449314,-2.240211164259656,0.0,0.25,5
La Liga,2024-25,6380,2025-05-25,22,Ath Bilbao,home,38,stable,0.01783693555604693,0.1820371006051394,0.2194769989295154,0.01783693555604693,0.1820371006051394,0.2194769989295154,-0.5293641851874424,3.395186005230122,0.7341909682882647,-4.129376973518384,0.25,0.5,5
La Liga,2024-25,6380,2025-05-25,24,Barcelona,away,38,stable,0.01783693555604693,0.1820371006051394,0.2194769989295154,0.01783693555604693,0.1820371006051394,0.2194769989295154,-0.5293641851874424,3.395186005230122,0.7341909682882647,-4.129376973518384,0.25,0.5,5
La Liga,2025-26,2001,2025-08-15,30,Girona,home,1,long_break,0.5608463503494556,0.3312124569405195,0.36037161225664177,0.5608463503494556,0.3312124569405195,0.36037161225664177,0.3277941028912932,8.893261922177675,-3.667360441878076,-5.225901480299649,0.25,0.25,8
La Liga,2025-26,2001,2025-08-15,39,Vallecano,away,1,long_break,0.5608463503494556,0.3312124569405195,0.36037161225664177,0.5608463503494556,0.3312124569405195,0.36037161225664177,0.3277941028912932,8.893261922177675,-3.667360441878076,-5.225901480299649,0.25,0.25,8
La Liga,2025-26,2002,2025-08-15,40,Villarreal,home,1,long_break,-0.09010906676609975,0.06789983457748217,0.16111398267581167,0.09010906676609975,0.06789983457748217,0.16111398267581167,0.42624126616228075,-0.05107798290306942,-0.73942284871025,0.7905008316133333,0.25,0.5,8
La Liga,2025-26,2003,2025-08-16,32,Mallorca,home,1,long_break,-0.6924114403119842,-0.5818715017362948,-0.4089072231516071,0.6924114403119842,0.5818715017362948,0.4089072231516071,-0.5454081970217479,-8.398194716459805,5.021394564022391,3.3768001524374216,0.25,0.5,8
La Liga,2025-26,2003,2025-08-16,24,Barcelona,away,1,long_break,-0.6924114403119842,-0.5818715017362948,-0.4089072231516071,0.6924114403119842,0.5818715017362948,0.4089072231516071,-0.5454081970217479,-8.398194716459805,5.021394564022391,3.3768001524374216,0.25,0.5,8
La Liga,2025-26,2004,2025-08-16,21,Alaves,home,1,long_break,0.5060955682509927,0.433915290922107,0.4869547301540297,0.5060955682509927,0.433915290922107,0.4869547301540297,0.18333901277604836,11.364105873712592,-4.280589823342861,-7.083516050369767,0.25,0.25,8
La Liga,2025-26,2005,2025-08-16,38,Valencia,home,1,long_break,-0.20479914548284694,-0.07221467350207156,-0.0013228970346235436,0.20479914548284694,0.07221467350207156,0.0013228970346235436,0.05467736248188082,-0.4582457567410936,-1.3541059605530537,1.8123517172941472,0.0,0.0,8
La Liga,2025-26,2005,2025-08-16,37,Sociedad,away,1,long_break,-0.20479914548284694,-0.07221467350207156,-0.0013228970346235436,0.20479914548284694,0.07221467350207156,0.0013228970346235436,0.05467736248188082,-0.4582457567410936,-1.3541059605530537,1.8123517172941472,0.0,0.0,8
La Liga,2025-26,2006,2025-08-17,26,Celta,home,1,long_break,-0.2217508931518064,0.08230505838152191,0.13930811377472152,0.2217508931518064,0.08230505838152191,0.13930811377472152,0.11197735286470856,1.335309728935008,-0.7268400545864029,-0.6084696743486467,0.0,0.25,8
La Liga,2025-26,2006,2025-08-17,29,Getafe,away,1,long_break,-0.2217508931518064,0.08230505838152191,0.13930811377472152,0.2217508931518064,0.08230505838152191,0.13930811377472152,0.11197735286470856,1.335309728935008,-0.7268400545864029,-0.6084696743486467,0.0,0.25,8
La Liga,2025-26,2007,2025-08-17,22,Ath Bilbao,home,1,long_break,-0.14404177459682,-0.25804900227021665,-0.11098936874737286,0.14404177459682,0.25804900227021665,0.11098936874737286,0.1763198419569254,-5.060897328752489,1.0939031980102127,3.9669941307422714,0.25,0.25,8
La Liga,2025-26,2007,2025-08-17,36,Sevilla,away,1,long_break,-0.14404177459682,-0.25804900227021665,-0.11098936874737286,0.14404177459682,0.25804900227021665,0.11098936874737286,0.1763198419569254,-5.060897328752489,1.0939031980102127,3.9669941307422714,0.25,0.25,8
La Liga,2025-26,2008,2025-08-17,28,Espanol,home,1,long_break,-0.007767742527042043,-0.20514131767797883,-0.08047209558993718,0.007767742527042043,0.20514131767797883,0.08047209558993718,0.03389392391436541,-3.5277173728163747,0.92244379786528,2.605273574951092,0.0,0.0,8
La Liga,2025-26,2008,2025-08-17,23,Ath Madrid,away,1,long_break,-0.007767742527042043,-0.20514131767797883,-0.08047209558993718,0.007767742527042043,0.20514131767797883,0.08047209558993718,0.03389392391436541,-3.5277173728163747,0.92244379786528,2.605273574951092,0.0,0.0,8
La Liga,2025-26,2009,2025-08-18,25,Betis,away,1,long_break,0.13780338624034294,0.1677244284889448,0.19740952305533832,0.13780338624034294,0.1677244284889448,0.19740952305533832,0.2011172200620197,4.565693774410956,-2.0991037297220294,-2.4665900446889157,0.25,0.25,8
La Liga,2025-26,2010,2025-08-19,35,Real Madrid,home,1,long_break,-0.1528336754557198,-0.3304495284103264,-0.1685343609416956,0.1528336754557198,0.3304495284103264,0.1685343609416956,0.11269454697934611,-6.254577032562169,3.747819446843588,2.5067575857186024,0.0,0.0,8
La Liga,2025-26,2010,2025-08-19,33,Osasuna,away,1,long_break,-0.1528336754557198,-0.3304495284103264,-0.1685343609416956,0.1528336754557198,0.3304495284103264,0.1685343609416956,0.11269454697934611,-6.254577032562169,3.747819446843588,2.5067575857186024,0.0,0.0,8
La Liga,2025-26,2011,2025-08-22,25,Betis,home,2,warmup_2,-0.032242075634979606,0.06367436042247332,0.10802753566027112,0.032242075634979606,0.06367436042247332,0.10802753566027112,0.035917975964210314,1.2858325251202785,-0.367213767454877,-0.9186187576654542,0.25,0.0,8
La Liga,2025-26,2011,2025-08-22,21,Alaves,away,2,warmup_2,-0.032242075634979606,0.06367436042247332,0.10802753566027112,0.032242075634979606,0.06367436042247332,0.10802753566027112,0.035917975964210314,1.2858325251202785,-0.367213767454877,-0.9186187576654542,0.25,0.0,8
La Liga,2025-26,2012,2025-08-23,32,Mallorca,home,2,warmup_2,-0.42503896613781833,-0.1110102608422128,-0.002588525545043352,0.42503896613781833,0.1110102608422128,0.002588525545043352,-0.1844686115277887,-2.161624521239802,1.3822141828137735,0.7794103384260065,0.0,0.0,8
La Liga,2025-26,2012,2025-08-23,26,Celta,away,2,warmup_2,-0.42503896613781833,-0.1110102608422128,-0.002588525545043352,0.42503896613781833,0.1110102608422128,0.002588525545043352,-0.1844686115277887,-2.161624521239802,1.3822141828137735,0.7794103384260065,0.0,0.0,8
La Liga,2025-26,2013,2025-08-23,23,Ath Madrid,home,2,warmup_2,0.16490340213572408,0.14971967912254902,0.2673253051419058,0.16490340213572408,0.14971967912254902,0.2673253051419058,0.3602738863491428,-0.24611002557179962,0.5420940061568541,-0.2959839805850392,0.25,0.5,8
La Liga,2025-26,2013,2025-08-23,27,Elche,away,2,warmup_2,0.16490340213572408,0.14971967912254902,0.2673253051419058,0.16490340213572408,0.14971967912254902,0.2673253051419058,0.3602738863491428,-0.24611002557179962,0.5420940061568541,-0.2959839805850392,0.25,0.5,8
La Liga,2025-26,2014,2025-08-23,31,Levante,home,2,warmup_2,-0.5402400927797828,-0.5712928088906792,-0.3866015901539037,0.5402400927797828,0.5712928088906792,0.3866015901539037,-0.20610974918033964,-8.804309156826317,5.117180917644093,3.687128239182212,0.5,0.0,8
La Liga,2025-26,2014,2025-08-23,24,Barcelona,away,2,warmup_2,-0.5402400927797828,-0.5712928088906792,-0.3866015901539037,0.5402400927797828,0.5712928088906792,0.3866015901539037,-0.20610974918033964,-8.804309156826317,5.117180917644093,3.687128239182212,0.5,0.0,8
La Liga,2025-26,2015,2025-08-24,33,Osasuna,home,2,warmup_2,-0.07517316609089986,-0.018479021474344937,0.015056249834807134,0.07517316609089986,0.018479021474344937,0.015056249834807134,-0.059666748060104524,-0.42744843971163626,0.11816213071196291,0.3092863089996678,0.0,0.0,8
La Liga,2025-26,2015,2025-08-24,38,Valencia,away,2,warmup_2,-0.07517316609089986,-0.018479021474344937,0.015056249834807134,0.07517316609089986,0.018479021474344937,0.015056249834807134,-0.059666748060104524,-0.42744843971163626,0.11816213071196291,0.3092863089996678,0.0,0.0,8
La Liga,2025-26,2016,2025-08-24,37,Sociedad,home,2,warmup_2,0.6004278981519526,0.3615089643556555,0.42500071590202504,0.6004278981519526,0.3615089643556555,0.42500071590202504,-0.08895037536199446,9.320331872117116,-3.159803220296606,-6.160528651820465,0.5,0.25,8
La Liga,2025-26,2016,2025-08-24,28,Espanol,away,2,warmup_2,0.6004278981519526,0.3615089643556555,0.42500071590202504,0.6004278981519526,0.3615089643556555,0.42500071590202504,-0.08895037536199446,9.320331872117116,-3.159803220296606,-6.160528651820465,0.5,0.25,8
La Liga,2025-26,2017,2025-08-24,40,Villarreal,home,2,warmup_2,-0.7817643498250673,-0.5602943837528402,-0.4202138518021956,0.7817643498250673,0.5602943837528402,0.4202138518021956,0.26782801182136495,-11.047955415957922,2.400106923261261,8.647848492696628,0.25,0.25,8
La Liga,2025-26,2017,2025-08-24,30,Girona,away,2,warmup_2,-0.7817643498250673,-0.5602943837528402,-0.4202138518021956,0.7817643498250673,0.5602943837528402,0.4202138518021956,0.26782801182136495,-11.047955415957922,2.400106923261261,8.647848492696628,0.25,0.25,8
La Liga,2025-26,2018,2025-08-24,34,Oviedo,home,2,warmup_2,0.08437570632312319,0.022415642220950716,0.1431769892431407,0.08437570632312319,0.022415642220950716,0.1431769892431407,0.5503667103095684,-1.970788655547584,0.26939998087979755,1.701388674667821,0.0,0.75,8
La Liga,2025-26,2018,2025-08-24,35,Real Madrid,away,2,warmup_2,0.08437570632312319,0.022415642220950716,0.1431769892431407,0.08437570632312319,0.022415642220950716,0.1431769892431407,0.5503667103095684,-1.970788655547584,0.26939998087979755,1.701388674667821,0.0,0.75,8
La Liga,2025-26,2019,2025-08-25,22,Ath Bilbao,home,2,warmup_2,0.18911781190221544,0.022045394287314446,0.07263776444678727,0.18911781190221544,0.022045394287314446,0.07263776444678727,0.009740376497083592,0.19652921934442125,-0.610848780204104,0.41431956085967725,0.0,0.0,8
La Liga,2025-26,2019,2025-08-25,39,Vallecano,away,2,warmup_2,0.18911781190221544,0.022045394287314446,0.07263776444678727,0.18911781190221544,0.022045394287314446,0.07263776444678727,0.009740376497083592,0.19652921934442125,-0.610848780204104,0.41431956085967725,0.0,0.0,8
La Liga,2025-26,2020,2025-08-25,36,Sevilla,home,2,warmup_2,0.08728000749913617,0.25090085651596356,0.2940223557213108,0.08728000749913617,0.25090085651596356,0.2940223557213108,0.16767889460038954,6.699885561416413,-1.8743229423368035,-4.825562619079604,0.25,0.25,8
La Liga,2025-26,2020,2025-08-25,29,Getafe,away,2,warmup_2,0.08728000749913617,0.25090085651596356,0.2940223557213108,0.08728000749913617,0.25090085651596356,0.2940223557213108,0.16767889460038954,6.699885561416413,-1.8743229423368035,-4.825562619079604,0.25,0.25,8
La Liga,2025-26,2021,2025-08-27,26,Celta,home,3,warmup_3,0.14366482326119234,0.28954696590108187,0.3188422589489135,0.14366482326119234,0.28954696590108187,0.3188422589489135,-0.16457845886469036,6.909187885919027,-1.5634965296130066,-5.345691356306031,0.25,0.25,8
La Liga,2025-26,2021,2025-08-27,25,Betis,away,3,warmup_3,0.14366482326119234,0.28954696590108187,0.3188422589489135,0.14366482326119234,0.28954696590108187,0.3188422589489135,-0.16457845886469036,6.909187885919027,-1.5634965296130066,-5.345691356306031,0.25,0.25,8
La Liga,2025-26,2022,2025-08-29,27,Elche,home,3,warmup_3,0.025031173741164037,0.025031173741164037,0.04773594580777707,0.025031173741164037,0.025031173741164037,0.04773594580777707,0.033854445857429916,0.5009310549426604,0.0713547480257537,-0.5722858029684308,0.0,0.0,8
La Liga,2025-26,2022,2025-08-29,31,Levante,away,3,warmup_3,0.025031173741164037,0.025031173741164037,0.04773594580777707,0.025031173741164037,0.025031173741164037,0.04773594580777707,0.033854445857429916,0.5009310549426604,0.0713547480257537,-0.5722858029684308,0.0,0.0,8
La Liga,2025-26,2023,2025-08-29,38,Valencia,home,3,warmup_3,0.20308019364412022,0.3451187188345942,0.3828400897815475,0.20308019364412022,0.3451187188345942,0.3828400897815475,0.11437626022577874,10.279534848278626,-2.948299875760285,-7.331234972518322,0.25,0.25,8
La Liga,2025-26,2023,2025-08-29,29,Getafe,away,3,warmup_3,0.20308019364412022,0.3451187188345942,0.3828400897815475,0.20308019364412022,0.3451187188345942,0.3828400897815475,0.11437626022577874,10.279534848278626,-2.948299875760285,-7.331234972518322,0.25,0.25,8
La Liga,2025-26,2024,2025-08-30,21,Alaves,home,3,warmup_3,-0.22564707486213054,-0.17824987688409677,-0.05046734938268582,0.22564707486213054,0.17824987688409677,0.05046734938268582,0.09570562827221352,-3.1886833956372485,0.7918041312711122,2.396879264366139,0.0,0.25,8
La Liga,2025-26,2024,2025-08-30,23,Ath Madrid,away,3,warmup_3,-0.22564707486213054,-0.17824987688409677,-0.05046734938268582,0.22564707486213054,0.17824987688409677,0.05046734938268582,0.09570562827221352,-3.1886833956372485,0.7918041312711122,2.396879264366139,0.0,0.25,8
La Liga,2025-26,2025,2025-08-30,34,Oviedo,home,3,warmup_3,0.4082317358607928,0.3411584084822649,0.38145072219858694,0.4082317358607928,0.3411584084822649,0.38145072219858694,0.027660582866559036,9.521554896016122,-3.1010863749640682,-6.420468521052064,0.25,0.0,8
La Liga,2025-26,2025,2025-08-30,37,Sociedad,away,3,warmup_3,0.4082317358607928,0.3411584084822649,0.38145072219858694,0.4082317358607928,0.3411584084822649,0.38145072219858694,0.027660582866559036,9.521554896016122,-3.1010863749640682,-6.420468521052064,0.25,0.0,8
La Liga,2025-26,2026,2025-08-30,30,Girona,home,3,warmup_3,0.4552287088344934,0.32171667075991595,0.35017504124015597,0.4552287088344934,0.32171667075991595,0.35017504124015597,0.4117119483368068,8.721073855451845,-4.101649967248944,-4.619423888202901,0.25,0.5,8
La Liga,2025-26,2026,2025-08-30,36,Sevilla,away,3,warmup_3,0.4552287088344934,0.32171667075991595,0.35017504124015597,0.4552287088344934,0.32171667075991595,0.35017504124015597,0.4117119483368068,8.721073855451845,-4.101649967248944,-4.619423888202901,0.25,0.5,8
La Liga,2025-26,2027,2025-08-30,35,Real Madrid,home,3,warmup_3,-0.41229554872491603,-0.34743321404620797,-0.1914662094623205,0.41229554872491603,0.34743321404620797,0.1914662094623205,-0.18047243536032065,-5.1217255749140715,3.604662599280897,1.5170629756331724,0.25,0.25,8
La Liga,2025-26,2027,2025-08-30,32,Mallorca,away,3,warmup_3,-0.41229554872491603,-0.34743321404620797,-0.1914662094623205,0.41229554872491603,0.34743321404620797,0.1914662094623205,-0.18047243536032065,-5.1217255749140715,3.604662599280897,1.5170629756331724,0.25,0.25,8
La Liga,2025-26,2028,2025-08-31,26,Celta,home,4,warmup_4_5,-0.4229736308139461,-0.4566735790603167,-0.48382302035254265,0.4229736308139461,0.4566735790603167,0.48382302035254265,0.28018631649578385,-10.835800633297183,-1.388267990446912,12.224068623744088,0.5,0.25,8
La Liga,2025-26,2028,2025-08-31,40,Villarreal,away,3,warmup_3,-0.4229736308139461,-0.4566735790603167,-0.48382302035254265,0.4229736308139461,0.4566735790603167,0.48382302035254265,0.28018631649578385,-10.835800633297183,-1.388267990446912,12.224068623744088,0.5,0.25,8
La Liga,2025-26,2029,2025-08-31,25,Betis,home,4,warmup_4_5,-0.22034321929795145,-0.284017847755702,-0.3867065505520604,0.22034321929795145,0.284017847755702,0.3867065505520604,0.0390672441433324,-9.901153521525451,-0.6284249825369903,10.529578504062409,0.5,0.0,8
La Liga,2025-26,2029,2025-08-31,22,Ath Bilbao,away,3,warmup_3,-0.22034321929795145,-0.284017847755702,-0.3867065505520604,0.22034321929795145,0.284017847755702,0.3867065505520604,0.0390672441433324,-9.901153521525451,-0.6284249825369903,10.529578504062409,0.5,0.0,8
La Liga,2025-26,2030,2025-08-31,28,Espanol,home,3,warmup_3,-0.05170085743710069,0.004878209289218782,0.010961049878041154,0.05170085743710069,0.004878209289218782,0.010961049878041154,0.08943523712717605,-0.15665907249873268,-1.086468169449717,1.243127241948433,0.25,0.25,8
La Liga,2025-26,2030,2025-08-31,33,Osasuna,away,3,warmup_3,-0.05170085743710069,0.004878209289218782,0.010961049878041154,0.05170085743710069,0.004878209289218782,0.010961049878041154,0.08943523712717605,-0.15665907249873268,-1.086468169449717,1.243127241948433,0.25,0.25,8
La Liga,2025-26,2031,2025-08-31,39,Vallecano,home,3,warmup_3,-0.3136764646549225,-0.45994596932769094,-0.30267699403934034,0.3136764646549225,0.45994596932769094,0.30267699403934034,-0.316116871367881,-8.613588744511002,4.814376542075332,3.7992122024356174,0.25,0.25,8
La Liga,2025-26,2031,2025-08-31,24,Barcelona,away,3,warmup_3,-0.3136764646549225,-0.45994596932769094,-0.30267699403934034,0.3136764646549225,0.45994596932769094,0.30267699403934034,-0.316116871367881,-8.613588744511002,4.814376542075332,3.7992122024356174,0.25,0.25,8
La Liga,2025-26,2032,2025-09-12,36,Sevilla,home,4,warmup_4_5,0.3046948945375585,0.39117697202316326,0.45359369791823667,0.3046948945375585,0.39117697202316326,0.45359369791823667,0.08995296366272365,10.215842297936462,-3.623153226948067,-6.592689070988395,0.5,0.0,9
La Liga,2025-26,2032,2025-09-12,27,Elche,away,4,warmup_4_5,0.3046948945375585,0.39117697202316326,0.45359369791823667,0.3046948945375585,0.39117697202316326,0.45359369791823667,0.08995296366272365,10.215842297936462,-3.623153226948067,-6.592689070988395,0.5,0.0,9
La Liga,2025-26,2033,2025-09-13,29,Getafe,home,4,warmup_4_5,0.2109056714001205,0.24717519095976825,0.295613398887723,0.2109056714001205,0.24717519095976825,0.295613398887723,0.09702335727377753,7.113691939708322,-3.1821515028251532,-3.9315404368831657,0.25,0.0,9
La Liga,2025-26,2033,2025-09-13,34,Oviedo,away,4,warmup_4_5,0.2109056714001205,0.24717519095976825,0.295613398887723,0.2109056714001205,0.24717519095976825,0.295613398887723,0.09702335727377753,7.113691939708322,-3.1821515028251532,-3.9315404368831657,0.25,0.0,9
La Liga,2025-26,2034,2025-09-13,37,Sociedad,home,4,warmup_4_5,-0.43187856837393257,-0.039879103664104854,0.03119072614261653,0.43187856837393257,0.039879103664104854,0.03119072614261653,-0.22204852248391438,-0.5538458513632882,0.9678835888435211,-0.4140377374802523,0.0,0.25,9
