group,key,n,dD_base,dD_after_aging,dD_final,abs_dD_base,abs_dD_after_aging,abs_dD_final,dS,dP_fav,dP_x,dP_dog,mae_ah,mae_tot,n_ge05_ah
Control teams @ Long break,ctrl_long_break,101,-0.04136158227303624,-0.04277080595609631,0.02859265275181526,0.21531062766124462,0.22270866332071068,0.20404380354941648,0.08350865961875971,-0.23673942697933503,-0.621675474356476,0.8584149013358072,0.1806930693069307,0.19306930693069307,16
Same teams @ Stable (≥5 new),ctrl_stable,3163,-0.08334859477985954,-0.018668085027771435,0.05057853360234505,0.2419197091277783,0.18229197846101042,0.17151850158557638,-0.02243796914446006,0.061104106504773804,-0.39027761055217347,0.32917350404739876,0.15839392981346823,0.15096427442301613,337
Control @ Long break Jul–Sep,ctrl_lb_early,101,-0.04136158227303624,-0.04277080595609631,0.02859265275181526,0.21531062766124462,0.22270866332071068,0.20404380354941648,0.08350865961875971,-0.23673942697933503,-0.621675474356476,0.8584149013358072,0.1806930693069307,0.19306930693069307,16
Same teams @ Stable Oct+,ctrl_st_late,1056,-0.06511577274548117,-0.011653691327964469,0.05759068833087456,0.21679159187982122,0.17560617298853712,0.16339580198737483,0.01463890897734651,0.2882220648182151,-0.6699835429062742,0.3817614780880588,0.15198863636363635,0.14512310606060605,96
