season,segment,n,dP_dog_A,dP_dog_B,share_neg_A,dD_final
2024-25,All,1065,0.46417325188770076,1.160044899059437,0.4347417840375587,0.0414787487989506
2024-25,Away fav 1.50-2.00,133,1.7258212327468017,1.0808503468533346,0.3157894736842105,-0.024178316667982352
2024-25,Home fav 1.50-2.00,244,-0.40362107884663667,1.2336327163971355,0.47540983606557374,0.09948530043340822
2025-26,All,1344,0.15121705429352844,1.0838360212627192,0.48214285714285715,0.058013184657737714
2025-26,Away fav 1.50-2.00,170,0.5392443935982291,0.9565536917083958,0.3941176470588235,0.03277086236469989
2025-26,Home fav 1.50-2.00,297,-0.215674250708929,1.1246554383969953,0.5353535353535354,0.08378731425120255
