n,mae_ah,mae_tot,n_ah_ge_05,n_tot_ge_05,flip_ah_n,flip_ah_rate,flip_1x2_n,flip_1x2_rate,mae_odds_1,mae_odds_x,mae_odds_2,n_1x2,league,season,bucket,arm,harm_D_n,harm_D_mean,harm_D_pct_pos,harm_D_pct_neg,harm_S_n,harm_S_mean,harm_S_pct_pos,harm_S_pct_neg
21,0.10714285714285714,0.20238095238095238,1,2,0,0.0,0,0.0,0.5983642965044643,0.29698090345492156,0.9438986251629738,21,La Liga,2025-26,GW5-6,C,,,,,,,,
21,0.17857142857142858,0.20238095238095238,3,2,2,0.09523809523809523,2,0.09523809523809523,0.4541922223107462,0.3264341418995157,0.9113831205367946,21,La Liga,2025-26,GW5-6,D_BASE,,,,,,,,
21,,,,,,,,,,,,,La Liga,2025-26,GW5-6,HARM,21,-0.07142857142857142,0.14285714285714285,0.3333333333333333,21,-0.08333333333333333,0.047619047619047616,0.38095238095238093
20,0.125,0.0875,2,0,1,0.05,1,0.05,0.26111102599766967,0.2734955746421104,0.9261004445863403,20,La Liga,2025-26,GW7-8,A_FULL,20,-0.125,0.05,0.4,20,-0.0625,0.1,0.3
20,0.25,0.0875,3,0,3,0.15,1,0.05,0.2928019707575801,0.24182829815628953,0.7337715465362601,20,La Liga,2025-26,GW7-8,B,,,,,,,,
20,0.125,0.15,2,2,1,0.05,1,0.05,0.27613000216771055,0.2583345470584567,1.251312519333745,20,La Liga,2025-26,GW7-8,C,,,,,,,,
20,0.25,0.15,3,2,3,0.15,1,0.05,0.28669138167769936,0.22170831014204836,0.7907463098125362,20,La Liga,2025-26,GW7-8,D_BASE,,,,,,,,
20,,,,,,,,,,,,,La Liga,2025-26,GW7-8,HARM,20,-0.125,0.05,0.4,20,-0.0625,0.1,0.3
20,0.225,0.175,4,0,2,0.1,1,0.05,0.5261944511146762,0.40635032169302737,1.0881479198407413,20,Serie A,2024-25,GW1-2,A_FULL,20,0.0375,0.3,0.2,20,0.05,0.35,0.15
20,0.1875,0.175,2,0,2,0.1,0,0.0,0.2729017120591869,0.34812561809124826,0.6682823207419122,20,Serie A,2024-25,GW1-2,B,,,,,,,,
20,0.225,0.125,4,2,2,0.1,1,0.05,0.5897897589457846,0.3588423362362276,1.13305696268575,20,Serie A,2024-25,GW1-2,C,,,,,,,,
