match_id,match_date,home_team,away_team,ps_id,fid,userbet_home,userbet_away,slug,lineups_url,ah_away_odds,ah_home_odds,away_odds,closing_ah_home,closing_total_line,draw_odds,home_odds,over_odds,under_odds,status,error
12704,2023-08-19,Tottenham,Man United,1577155549,319957,Tottenham,Manchester Utd,premier_league-tottenham-manchester_utd,https://userbet.info/lineups_fixture/premier_league-tottenham-manchester_utd/319957/,1.72,2.21,23.81,0.0,1.5,4.48,1.29,2.04,1.85,written,
12701,2023-08-19,Fulham,Brentford,1577143881,319953,Fulham,Brentford,premier_league-fulham-brentford,https://userbet.info/lineups_fixture/premier_league-fulham-brentford/319953/,1.33,3.51,1.18,0.0,1.75,6.14,33.65,1.87,2.01,written,
12702,2023-08-19,Liverpool,Bournemouth,1577144413,319954,Liverpool,Bournemouth,premier_league-liverpool-bournemouth,https://userbet.info/lineups_fixture/premier_league-liverpool-bournemouth/319954/,1.86,1.99,19.84,0.0,4.5,5.84,1.22,5.54,1.16,written,
12707,2023-08-20,West Ham,Chelsea,1577215124,321409,West Ham,Chelsea,premier_league-west_ham-chelsea,https://userbet.info/lineups_fixture/premier_league-west_ham-chelsea/321409/,1.29,3.75,58.04,0.0,3.5,7.1,1.12,5.09,1.18,written,
12706,2023-08-20,Aston Villa,Everton,1577203824,321408,Aston Villa,Everton,premier_league-aston_villa-everton,https://userbet.info/lineups_fixture/premier_league-aston_villa-everton/321408/,2.38,1.63,78.48,0.0,3.25,17.13,1.05,1.83,2.07,written,
12708,2023-08-21,Crystal Palace,Arsenal,1577270151,322423,Crystal Palace,Arsenal,premier_league-crystal_palace-arsenal_,https://userbet.info/lineups_fixture/premier_league-crystal_palace-arsenal_/322423/,2.58,1.54,1.12,0.0,2.0,7.21,79.37,3.21,1.37,written,
12709,2023-08-25,Chelsea,Luton,1577518125,323498,Chelsea,Luton,premier_league-chelsea-luton,https://userbet.info/lineups_fixture/premier_league-chelsea-luton/323498/,3.37,1.36,75.18,0.0,3.5,9.88,1.09,5.39,1.18,written,
12714,2023-08-26,Man United,Nott'm Forest,1577572309,324213,Manchester Utd,Nottingham,premier_league-manchester_utd-nottingham,https://userbet.info/lineups_fixture/premier_league-manchester_utd-nottingham/324213/,1.57,2.47,17.02,-0.25,5.5,2.55,1.68,2.83,1.45,written,
12715,2023-08-26,Brighton,West Ham,1577584023,324214,Brighton,West Ham,premier_league-brighton-west_ham,https://userbet.info/lineups_fixture/premier_league-brighton-west_ham/324214/,3.2,1.39,1.05,0.0,4.5,16.52,84.74,5.4,1.17,written,
12710,2023-08-26,Bournemouth,Tottenham,1577562231,324209,Bournemouth,Tottenham,premier_league-bournemouth-tottenham,https://userbet.info/lineups_fixture/premier_league-bournemouth-tottenham/324209/,1.65,2.34,1.04,0.0,2.5,19.25,84.88,6.16,1.14,written,
12711,2023-08-26,Arsenal,Fulham,1577572843,324210,Arsenal,Fulham,premier_league-arsenal_-fulham,https://userbet.info/lineups_fixture/premier_league-arsenal_-fulham/324210/,1.41,3.01,27.64,-0.25,4.5,1.24,4.77,4.22,1.24,written,
12712,2023-08-26,Brentford,Crystal Palace,1577572575,324211,Brentford,Crystal Palace,premier_league-brentford-crystal_palace,https://userbet.info/lineups_fixture/premier_league-brentford-crystal_palace/324211/,2.26,1.69,12.96,0.0,2.5,1.15,9.98,5.91,1.15,written,
12713,2023-08-26,Everton,Wolves,1577572841,324212,Everton,Wolves,premier_league-everton-wolves,https://userbet.info/lineups_fixture/premier_league-everton-wolves/324212/,2.56,1.56,1.09,0.0,1.5,9.27,95.65,5.68,1.16,written,
12718,2023-08-27,Newcastle,Liverpool,1577653968,325582,Newcastle,Liverpool,premier_league-newcastle-liverpool,https://userbet.info/lineups_fixture/premier_league-newcastle-liverpool/325582/,3.53,1.32,16.88,0.0,2.5,1.17,7.04,5.25,1.17,written,
12717,2023-08-27,Sheffield United,Man City,1577642245,325581,Sheffield Utd,Manchester City,premier_league-sheffield_utd-manchester_city,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-manchester_city/325581/,4.22,1.25,3.41,0.25,3.5,1.44,17.25,5.51,1.17,written,
12716,2023-08-27,Burnley,Aston Villa,1577689661,325580,Burnley,Aston Villa,premier_league-burnley-aston_villa,https://userbet.info/lineups_fixture/premier_league-burnley-aston_villa/325580/,2.77,1.39,10.33,0.0,2.5,1.18,5.91,4.24,1.19,written,
12719,2023-09-01,Luton,West Ham,1577958249,327681,Luton,West Ham,premier_league-luton-west_ham,https://userbet.info/lineups_fixture/premier_league-luton-west_ham/327681/,1.72,2.21,1.13,0.0,3.25,7.71,73.73,1.93,1.95,written,
12721,2023-09-02,Brentford,Bournemouth,1577995748,328495,Brentford,Bournemouth,premier_league-brentford-bournemouth,https://userbet.info/lineups_fixture/premier_league-brentford-bournemouth/328495/,2.68,1.51,1.1,0.0,2.5,8.36,95.32,2.1,1.81,written,
12720,2023-09-02,Sheffield United,Everton,1577988957,328494,Sheffield Utd,Everton,premier_league-sheffield_utd-everton,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-everton/328494/,1.62,2.4,11.41,0.0,3.25,1.11,16.15,1.9,1.98,written,
12722,2023-09-02,Burnley,Tottenham,1577996280,328496,Burnley,Tottenham,premier_league-burnley-tottenham,https://userbet.info/lineups_fixture/premier_league-burnley-tottenham/328496/,1.56,2.56,1.03,0.0,6.5,21.93,98.5,5.25,1.18,written,
12723,2023-09-02,Chelsea,Nott'm Forest,1577995482,328497,Chelsea,Nottingham,premier_league-chelsea-nottingham,https://userbet.info/lineups_fixture/premier_league-chelsea-nottingham/328497/,1.26,4.06,1.13,-0.25,1.5,7.18,51.74,5.3,1.18,written,
12724,2023-09-02,Man City,Fulham,1577996014,328498,Manchester City,Fulham,premier_league-manchester_city-fulham,https://userbet.info/lineups_fixture/premier_league-manchester_city-fulham/328498/,4.01,1.28,41.78,0.0,5.5,10.18,1.1,5.4,1.18,written,
12725,2023-09-02,Brighton,Newcastle,1578004667,328499,Brighton,Newcastle,premier_league-brighton-newcastle,https://userbet.info/lineups_fixture/premier_league-brighton-newcastle/328499/,2.07,1.81,93.09,0.0,4.5,17.22,1.05,3.42,1.34,written,
12726,2023-09-03,Crystal Palace,Wolves,1578045816,329926,Crystal Palace,Wolves,premier_league-crystal_palace-wolves,https://userbet.info/lineups_fixture/premier_league-crystal_palace-wolves/329926/,2.23,1.71,72.13,0.0,4.5,7.62,1.13,5.95,1.15,written,
12727,2023-09-03,Liverpool,Aston Villa,1578045550,329927,Liverpool,Aston Villa,premier_league-liverpool-aston_villa,https://userbet.info/lineups_fixture/premier_league-liverpool-aston_villa/329927/,3.19,1.4,84.62,0.0,3.5,19.27,1.04,6.08,1.15,written,
12728,2023-09-03,Arsenal,Man United,1578059079,329928,Arsenal,Manchester Utd,premier_league-arsenal_-manchester_utd,https://userbet.info/lineups_fixture/premier_league-arsenal_-manchester_utd/329928/,2.86,1.46,14.83,0.0,2.5,1.16,8.11,5.49,1.17,written,
12733,2023-09-16,Tottenham,Sheffield United,1578693854,336536,Tottenham,Sheffield Utd,premier_league-tottenham-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-tottenham-sheffield_utd/336536/,1.36,3.3,1.18,-0.25,1.5,5.72,44.48,4.57,1.22,written,
12734,2023-09-16,West Ham,Man City,1578693319,336537,West Ham,Manchester City,premier_league-west_ham-manchester_city,https://userbet.info/lineups_fixture/premier_league-west_ham-manchester_city/336537/,1.45,2.91,1.1,0.0,4.5,9.13,92.98,5.47,1.17,written,
12735,2023-09-16,Newcastle,Brentford,1578706962,336538,Newcastle,Brentford,premier_league-newcastle-brentford,https://userbet.info/lineups_fixture/premier_league-newcastle-brentford/336538/,2.93,1.44,87.03,0.0,1.5,8.17,1.11,5.81,1.16,written,
12730,2023-09-16,Aston Villa,Crystal Palace,1578692787,336533,Aston Villa,Crystal Palace,premier_league-aston_villa-crystal_palace,https://userbet.info/lineups_fixture/premier_league-aston_villa-crystal_palace/336533/,2.86,1.46,11.84,0.0,2.5,1.23,6.42,4.31,1.24,written,
12731,2023-09-16,Fulham,Luton,1578693588,336534,Fulham,Luton,premier_league-fulham-luton,https://userbet.info/lineups_fixture/premier_league-fulham-luton/336534/,2.69,1.52,95.71,0.0,1.5,8.71,1.11,5.92,1.16,written,
12732,2023-09-16,Man United,Brighton,1578693053,336535,Manchester Utd,Brighton,premier_league-manchester_utd-brighton,https://userbet.info/lineups_fixture/premier_league-manchester_utd-brighton/336535/,2.13,1.77,1.04,0.0,4.5,18.29,100.84,4.67,1.21,written,
12729,2023-09-16,Wolves,Liverpool,1578681816,336532,Wolves,Liverpool,premier_league-wolves-liverpool,https://userbet.info/lineups_fixture/premier_league-wolves-liverpool/336532/,1.51,2.66,1.1,0.0,4.5,8.83,96.92,4.61,1.22,written,
12737,2023-09-17,Everton,Arsenal,1578776222,338064,Everton,Arsenal,premier_league-everton-arsenal_,https://userbet.info/lineups_fixture/premier_league-everton-arsenal_/338064/,1.48,2.84,1.11,0.0,1.5,8.72,92.86,5.45,1.18,written,
12736,2023-09-17,Bournemouth,Chelsea,1578765942,338063,Bournemouth,Chelsea,premier_league-bournemouth-chelsea,https://userbet.info/lineups_fixture/premier_league-bournemouth-chelsea/338063/,1.59,2.47,8.48,0.0,0.5,1.17,12.63,5.23,1.18,written,
12738,2023-09-18,Nott'm Forest,Burnley,1578835540,339168,Nottingham,Burnley,premier_league-nottingham-burnley,https://userbet.info/lineups_fixture/premier_league-nottingham-burnley/339168/,2.21,1.72,13.29,0.0,2.0,1.14,10.6,1.98,1.91,written,
12743,2023-09-23,Burnley,Man United,1579180787,341167,Burnley,Manchester Utd,premier_league-burnley-manchester_utd,https://userbet.info/lineups_fixture/premier_league-burnley-manchester_utd/341167/,1.83,2.07,1.1,0.0,1.5,8.7,98.27,4.97,1.2,written,
12740,2023-09-23,Luton,Wolves,1579156428,341164,Luton,Wolves,premier_league-luton-wolves,https://userbet.info/lineups_fixture/premier_league-luton-wolves/341164/,3.71,1.3,19.69,0.0,2.5,1.14,7.79,5.9,1.15,written,
12739,2023-09-23,Crystal Palace,Fulham,1579155896,341163,Crystal Palace,Fulham,premier_league-crystal_palace-fulham,https://userbet.info/lineups_fixture/premier_league-crystal_palace-fulham/341163/,2.15,1.78,11.67,0.0,0.5,1.17,9.78,5.33,1.18,written,
12741,2023-09-23,Man City,Nott'm Forest,1579156162,341165,Manchester City,Nottingham,premier_league-manchester_city-nottingham,https://userbet.info/lineups_fixture/premier_league-manchester_city-nottingham/341165/,1.98,1.87,74.42,0.0,3.5,20.76,1.04,2.6,1.53,written,
12742,2023-09-23,Brentford,Everton,1579168772,341166,Brentford,Everton,premier_league-brentford-everton,https://userbet.info/lineups_fixture/premier_league-brentford-everton/341166/,2.16,1.75,1.37,0.0,2.75,4.0,17.5,1.95,1.93,written,
12744,2023-09-24,Arsenal,Tottenham,1579225985,342706,Arsenal,Tottenham,premier_league-arsenal_-tottenham,https://userbet.info/lineups_fixture/premier_league-arsenal_-tottenham/342706/,2.34,1.65,11.46,0.0,4.5,1.18,8.32,5.05,1.19,written,
12745,2023-09-24,Brighton,Bournemouth,1579226517,342707,Brighton,Bournemouth,premier_league-brighton-bournemouth,https://userbet.info/lineups_fixture/premier_league-brighton-bournemouth/342707/,2.5,1.58,35.99,0.0,4.5,6.61,1.17,5.89,1.15,written,
12746,2023-09-24,Chelsea,Aston Villa,1579226783,342708,Chelsea,Aston Villa,premier_league-chelsea-aston_villa,https://userbet.info/lineups_fixture/premier_league-chelsea-aston_villa/342708/,1.67,2.28,1.12,0.0,1.5,7.17,86.83,4.32,1.23,written,
12747,2023-09-24,Liverpool,West Ham,1579226251,342709,Liverpool,West Ham,premier_league-liverpool-west_ham,https://userbet.info/lineups_fixture/premier_league-liverpool-west_ham/342709/,2.85,1.45,100.91,0.0,4.5,10.55,1.08,4.93,1.2,written,
12748,2023-09-24,Sheffield United,Newcastle,1579240214,342710,Sheffield Utd,Newcastle,premier_league-sheffield_utd-newcastle,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-newcastle/342710/,4.03,1.27,1.05,0.25,8.5,18.9,65.18,5.09,1.19,written,
12754,2023-09-30,West Ham,Sheffield United,1579620613,345839,West Ham,Sheffield Utd,premier_league-west_ham-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-west_ham-sheffield_utd/345839/,3.25,1.38,24.66,0.0,2.5,7.88,1.15,5.42,1.17,written,
12753,2023-09-30,Newcastle,Burnley,1579621145,345838,Newcastle,Burnley,premier_league-newcastle-burnley,https://userbet.info/lineups_fixture/premier_league-newcastle-burnley/345838/,3.4,1.35,99.84,0.0,2.5,10.04,1.09,5.58,1.17,written,
12756,2023-09-30,Tottenham,Liverpool,1579629745,345841,Tottenham,Liverpool,premier_league-tottenham-liverpool,https://userbet.info/lineups_fixture/premier_league-tottenham-liverpool/345841/,1.31,3.63,20.83,-0.25,2.5,1.2,5.79,4.76,1.2,written,
12755,2023-09-30,Wolves,Man City,1579617595,345840,Wolves,Manchester City,premier_league-wolves-manchester_city,https://userbet.info/lineups_fixture/premier_league-wolves-manchester_city/345840/,1.28,3.9,90.27,0.0,3.5,6.51,1.14,4.86,1.2,written,
12749,2023-09-30,Aston Villa,Brighton,1579603592,345834,Aston Villa,Brighton,premier_league-aston_villa-brighton,https://userbet.info/lineups_fixture/premier_league-aston_villa-brighton/345834/,1.76,2.15,40.69,0.0,3.5,10.29,1.1,1.93,1.95,written,
12750,2023-09-30,Bournemouth,Arsenal,1579617329,345835,Bournemouth,Arsenal,premier_league-bournemouth-arsenal_,https://userbet.info/lineups_fixture/premier_league-bournemouth-arsenal_/345835/,1.67,2.31,1.03,0.0,3.25,21.95,100.71,2.07,1.83,written,
12751,2023-09-30,Everton,Luton,1579620879,345836,Everton,Luton,premier_league-everton-luton,https://userbet.info/lineups_fixture/premier_league-everton-luton/345836/,2.95,1.44,1.11,0.0,2.0,7.55,83.95,2.03,1.86,written,
12752,2023-09-30,Man United,Crystal Palace,1579617063,345837,Manchester Utd,Crystal Palace,premier_league-manchester_utd-crystal_palace,https://userbet.info/lineups_fixture/premier_league-manchester_utd-crystal_palace/345837/,3.08,1.4,1.11,0.0,1.5,8.11,64.08,5.33,1.18,written,
12757,2023-10-01,Nott'm Forest,Brentford,1579691984,347321,Nottingham,Brentford,premier_league-nottingham-brentford,https://userbet.info/lineups_fixture/premier_league-nottingham-brentford/347321/,2.4,1.61,3.48,0.25,2.5,1.46,11.0,2.65,1.5,written,
12758,2023-10-02,Fulham,Chelsea,1579755624,348450,Fulham,Chelsea,premier_league-fulham-chelsea,https://userbet.info/lineups_fixture/premier_league-fulham-chelsea/348450/,1.83,2.07,1.04,0.0,2.5,20.74,98.47,5.6,1.17,written,
12759,2023-10-03,Luton,Burnley,1579787077,319955,Luton,Burnley,premier_league-luton-burnley,https://userbet.info/lineups_fixture/premier_league-luton-burnley/319955/,1.97,1.9,1.12,0.0,3.5,7.63,87.07,6.07,1.15,written,
12764,2023-10-07,Man United,Brentford,1580035336,350294,Manchester Utd,Brentford,premier_league-manchester_utd-brentford,https://userbet.info/lineups_fixture/premier_league-manchester_utd-brentford/350294/,3.76,1.28,1.13,0.0,1.5,6.11,42.16,4.77,1.2,written,
12765,2023-10-07,Crystal Palace,Nott'm Forest,1580047655,350295,Crystal Palace,Nottingham,premier_league-crystal_palace-nottingham,https://userbet.info/lineups_fixture/premier_league-crystal_palace-nottingham/350295/,1.84,2.02,10.05,0.0,2.75,1.12,10.78,3.6,1.32,written,
12762,2023-10-07,Everton,Bournemouth,1580035602,350292,Everton,Bournemouth,premier_league-everton-bournemouth,https://userbet.info/lineups_fixture/premier_league-everton-bournemouth/350292/,2.3,1.67,66.12,0.0,3.0,17.83,1.03,1.95,1.93,written,
12763,2023-10-07,Fulham,Sheffield United,1580036134,350293,Fulham,Sheffield Utd,premier_league-fulham-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-fulham-sheffield_utd/350293/,3.05,1.4,75.92,0.0,4.5,10.07,1.06,5.77,1.15,written,
12761,2023-10-07,Burnley,Chelsea,1580035868,350291,Burnley,Chelsea,premier_league-burnley-chelsea,https://userbet.info/lineups_fixture/premier_league-burnley-chelsea/350291/,1.4,3.05,1.18,0.0,3.25,5.98,25.58,2.04,1.85,written,
12760,2023-10-07,Luton,Tottenham,1580026373,350290,Luton,Tottenham,premier_league-luton-tottenham,https://userbet.info/lineups_fixture/premier_league-luton-tottenham/350290/,2.08,1.78,1.09,0.0,1.5,7.61,38.42,4.55,1.21,written,
12767,2023-10-08,West Ham,Newcastle,1580085631,351847,West Ham,Newcastle,premier_league-west_ham-newcastle,https://userbet.info/lineups_fixture/premier_league-west_ham-newcastle/351847/,1.72,2.18,7.9,0.0,4.5,1.17,9.49,5.08,1.18,written,
12766,2023-10-08,Brighton,Liverpool,1580085365,351846,Brighton,Liverpool,premier_league-brighton-liverpool,https://userbet.info/lineups_fixture/premier_league-brighton-liverpool/351846/,1.76,2.14,6.29,0.0,4.5,1.28,7.39,3.65,1.31,written,
12768,2023-10-08,Wolves,Aston Villa,1580085099,351848,Wolves,Aston Villa,premier_league-wolves-aston_villa,https://userbet.info/lineups_fixture/premier_league-wolves-aston_villa/351848/,3.92,1.26,5.87,0.25,2.5,1.18,13.86,4.91,1.18,written,
12769,2023-10-08,Arsenal,Man City,1580096923,351849,Arsenal,Manchester City,premier_league-arsenal_-manchester_city,https://userbet.info/lineups_fixture/premier_league-arsenal_-manchester_city/351849/,1.75,2.17,70.98,0.0,1.5,8.55,1.08,5.2,1.18,written,
12773,2023-10-21,Man City,Brighton,1579747265,357904,Manchester City,Brighton,premier_league-manchester_city-brighton,https://userbet.info/lineups_fixture/premier_league-manchester_city-brighton/357904/,1.89,2.03,7.74,-1.5,3.5,5.68,1.38,2.0,1.91,written,
12770,2023-10-21,Liverpool,Everton,1580602483,357901,Liverpool,Everton,premier_league-liverpool-everton,https://userbet.info/lineups_fixture/premier_league-liverpool-everton/357901/,1.4,2.97,14.16,-0.25,1.5,2.6,1.65,3.97,1.25,written,
12771,2023-10-21,Bournemouth,Wolves,1580616983,357902,Bournemouth,Wolves,premier_league-bournemouth-wolves,https://userbet.info/lineups_fixture/premier_league-bournemouth-wolves/357902/,1.34,3.27,3.8,0.0,3.5,1.4,10.2,5.03,1.18,written,
12772,2023-10-21,Brentford,Burnley,1580617515,357903,Brentford,Burnley,premier_league-brentford-burnley,https://userbet.info/lineups_fixture/premier_league-brentford-burnley/357903/,3.9,1.26,19.51,0.0,2.0,5.72,1.2,1.87,2.02,written,
12774,2023-10-21,Newcastle,Crystal Palace,1580616717,357905,Newcastle,Crystal Palace,premier_league-newcastle-crystal_palace,https://userbet.info/lineups_fixture/premier_league-newcastle-crystal_palace/357905/,3.26,1.37,24.95,0.0,4.5,7.84,1.13,6.07,1.14,written,
12775,2023-10-21,Nott'm Forest,Luton,1580617781,357906,Nottingham,Luton,premier_league-nottingham-luton,https://userbet.info/lineups_fixture/premier_league-nottingham-luton/357906/,2.3,1.65,9.78,0.0,4.5,1.18,7.58,5.04,1.18,written,
12776,2023-10-21,Chelsea,Arsenal,1580628981,357907,Chelsea,Arsenal,premier_league-chelsea-arsenal_,https://userbet.info/lineups_fixture/premier_league-chelsea-arsenal_/357907/,1.65,2.3,7.36,0.0,4.5,1.19,9.53,4.91,1.19,written,
12777,2023-10-21,Sheffield United,Man United,1580637078,357908,Sheffield Utd,Manchester Utd,premier_league-sheffield_utd-manchester_utd,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-manchester_utd/357908/,1.44,2.9,2.39,0.0,3.5,2.01,7.28,4.41,1.22,written,
12778,2023-10-22,Aston Villa,West Ham,1580696255,359289,Aston Villa,West Ham,premier_league-aston_villa-west_ham,https://userbet.info/lineups_fixture/premier_league-aston_villa-west_ham/359289/,2.18,1.72,18.47,0.0,5.5,4.68,1.27,5.49,1.16,written,
12779,2023-10-23,Tottenham,Fulham,1580737577,360431,Tottenham,Fulham,premier_league-tottenham-fulham,https://userbet.info/lineups_fixture/premier_league-tottenham-fulham/360431/,2.36,1.63,18.76,0.0,2.5,6.6,1.17,4.7,1.2,written,
12780,2023-10-27,Crystal Palace,Tottenham,1581007354,361381,Crystal Palace,Tottenham,premier_league-crystal_palace-tottenham,https://userbet.info/lineups_fixture/premier_league-crystal_palace-tottenham/361381/,1.58,2.45,1.22,0.0,2.5,5.31,20.82,5.48,1.16,written,
12782,2023-10-28,Arsenal,Sheffield United,1581054855,362045,Arsenal,Sheffield Utd,premier_league-arsenal_-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-arsenal_-sheffield_utd/362045/,1.29,3.69,13.2,-0.25,4.5,5.74,1.23,5.07,1.18,written,
12783,2023-10-28,Bournemouth,Burnley,1581054589,362046,Bournemouth,Burnley,premier_league-bournemouth-burnley,https://userbet.info/lineups_fixture/premier_league-bournemouth-burnley/362046/,2.69,1.5,11.64,0.0,4.5,1.16,7.43,5.37,1.17,written,
12784,2023-10-28,Wolves,Newcastle,1581065386,362047,Wolves,Newcastle,premier_league-wolves-newcastle,https://userbet.info/lineups_fixture/premier_league-wolves-newcastle/362047/,1.57,2.49,7.41,0.0,4.5,1.17,10.57,5.13,1.18,written,
12781,2023-10-28,Chelsea,Brentford,1581043729,362044,Chelsea,Brentford,premier_league-chelsea-brentford,https://userbet.info/lineups_fixture/premier_league-chelsea-brentford/362044/,3.34,1.35,1.17,0.0,1.5,5.4,30.49,4.67,1.2,written,
12789,2023-10-29,Man United,Man City,1581129873,363512,Manchester Utd,Manchester City,premier_league-manchester_utd-manchester_city,https://userbet.info/lineups_fixture/premier_league-manchester_utd-manchester_city/363512/,1.5,2.71,1.25,0.0,3.5,5.22,14.54,4.79,1.2,written,
12785,2023-10-29,West Ham,Everton,1581115038,363508,West Ham,Everton,premier_league-west_ham-everton,https://userbet.info/lineups_fixture/premier_league-west_ham-everton/363508/,2.77,1.47,1.19,0.0,3.5,5.18,30.95,3.04,1.42,written,
12787,2023-10-29,Brighton,Fulham,1581121939,363510,Brighton,Fulham,premier_league-brighton-fulham,https://userbet.info/lineups_fixture/premier_league-brighton-fulham/363510/,2.93,1.43,12.03,0.0,2.5,1.17,6.95,5.18,1.18,written,
12786,2023-10-29,Aston Villa,Luton,1581123272,363509,Aston Villa,Luton,premier_league-aston_villa-luton,https://userbet.info/lineups_fixture/premier_league-aston_villa-luton/363509/,1.36,3.32,25.68,-0.25,4.5,8.7,1.11,3.61,1.31,written,
12788,2023-10-29,Liverpool,Nott'm Forest,1581122205,363511,Liverpool,Nottingham,premier_league-liverpool-nottingham,https://userbet.info/lineups_fixture/premier_league-liverpool-nottingham/363511/,3.0,1.42,13.13,0.0,3.5,5.65,1.24,3.57,1.32,written,
12791,2023-11-04,Brentford,West Ham,1581470052,366374,Brentford,West Ham,premier_league-brentford-west_ham,https://userbet.info/lineups_fixture/premier_league-brentford-west_ham/366374/,1.89,1.99,29.62,0.0,5.5,5.29,1.2,4.23,1.25,written,
12790,2023-11-04,Fulham,Man United,1581459426,366373,Fulham,Manchester Utd,premier_league-fulham-manchester_utd,https://userbet.info/lineups_fixture/premier_league-fulham-manchester_utd/366373/,1.76,2.13,6.76,0.0,3.5,1.24,8.62,1.97,1.91,written,
12792,2023-11-04,Burnley,Crystal Palace,1581470584,366375,Burnley,Crystal Palace,premier_league-burnley-crystal_palace,https://userbet.info/lineups_fixture/premier_league-burnley-crystal_palace/366375/,2.67,1.51,1.22,0.0,1.5,4.97,30.17,5.38,1.17,written,
12793,2023-11-04,Everton,Brighton,1581469786,366376,Everton,Brighton,premier_league-everton-brighton,https://userbet.info/lineups_fixture/premier_league-everton-brighton/366376/,1.7,2.24,8.35,0.0,2.5,1.17,10.43,5.34,1.17,written,
12794,2023-11-04,Man City,Bournemouth,1580673698,366377,Manchester City,Bournemouth,premier_league-manchester_city-bournemouth,https://userbet.info/lineups_fixture/premier_league-manchester_city-bournemouth/366377/,2.05,1.86,28.5,-2.5,3.75,11.5,1.09,1.98,1.91,written,
12795,2023-11-04,Sheffield United,Wolves,1581470850,366378,Sheffield Utd,Wolves,premier_league-sheffield_utd-wolves,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-wolves/366378/,1.56,2.5,8.64,0.0,3.25,1.13,12.3,3.33,1.36,written,
12796,2023-11-04,Newcastle,Arsenal,1581481828,366379,Newcastle,Arsenal,premier_league-newcastle-arsenal_,https://userbet.info/lineups_fixture/premier_league-newcastle-arsenal_/366379/,1.49,2.71,27.25,0.0,3.0,4.8,1.22,3.54,1.33,written,
