match_id,match_date,home_team,away_team,ps_id,fid,userbet_home,userbet_away,slug,lineups_url,ah_away_odds,ah_home_odds,away_odds,closing_ah_home,closing_total_line,draw_odds,home_odds,over_odds,under_odds,status,error
12797,2023-11-05,Nott'm Forest,Aston Villa,1581532651,367714,Nottingham,Aston Villa,premier_league-nottingham-aston_villa,https://userbet.info/lineups_fixture/premier_league-nottingham-aston_villa/367714/,1.37,3.21,29.43,0.0,2.5,10.28,1.09,5.52,1.16,written,
12798,2023-11-05,Luton,Liverpool,1581543312,367715,Luton,Liverpool,premier_league-luton-liverpool,https://userbet.info/lineups_fixture/premier_league-luton-liverpool/367715/,3.6,1.3,26.92,0.25,1.5,4.69,1.22,4.77,1.2,written,
12799,2023-11-06,Tottenham,Chelsea,1581591097,368882,Tottenham,Chelsea,premier_league-tottenham-chelsea,https://userbet.info/lineups_fixture/premier_league-tottenham-chelsea/368882/,2.22,1.67,1.63,0.25,3.5,2.5,24.38,2.79,1.45,written,
12802,2023-11-11,Crystal Palace,Everton,1581881512,370320,Crystal Palace,Everton,premier_league-crystal_palace-everton,https://userbet.info/lineups_fixture/premier_league-crystal_palace-everton/370320/,2.54,1.55,1.18,0.0,5.5,5.41,30.5,5.41,1.16,written,
12803,2023-11-11,Man United,Luton,1581881778,370321,Manchester Utd,Luton,premier_league-manchester_utd-luton,https://userbet.info/lineups_fixture/premier_league-manchester_utd-luton/370321/,1.27,3.96,7.51,-0.25,1.5,2.9,1.74,4.96,1.19,written,
12801,2023-11-11,Arsenal,Burnley,1581882044,370319,Arsenal,Burnley,premier_league-arsenal_-burnley,https://userbet.info/lineups_fixture/premier_league-arsenal_-burnley/370319/,1.84,2.01,10.5,0.0,2.25,3.12,1.56,1.95,1.93,written,
12804,2023-11-11,Bournemouth,Newcastle,1581892012,370322,Bournemouth,Newcastle,premier_league-bournemouth-newcastle,https://userbet.info/lineups_fixture/premier_league-bournemouth-newcastle/370322/,1.89,1.98,13.91,0.0,2.5,4.18,1.34,4.6,1.21,written,
12800,2023-11-11,Wolves,Tottenham,1581875212,370318,Wolves,Tottenham,premier_league-wolves-tottenham,https://userbet.info/lineups_fixture/premier_league-wolves-tottenham/370318/,1.98,1.88,8.51,0.0,2.5,1.18,8.21,4.92,1.19,written,
12805,2023-11-12,Aston Villa,Fulham,1581936248,371624,Aston Villa,Fulham,premier_league-aston_villa-fulham,https://userbet.info/lineups_fixture/premier_league-aston_villa-fulham/371624/,2.14,1.75,16.16,0.0,4.5,5.42,1.23,4.86,1.19,written,
12807,2023-11-12,Liverpool,Brentford,1581935714,371626,Liverpool,Brentford,premier_league-liverpool-brentford,https://userbet.info/lineups_fixture/premier_league-liverpool-brentford/371626/,2.89,1.44,22.69,0.0,3.5,6.14,1.18,4.57,1.21,written,
12808,2023-11-12,West Ham,Nott'm Forest,1581935980,371627,West Ham,Nottingham,premier_league-west_ham-nottingham,https://userbet.info/lineups_fixture/premier_league-west_ham-nottingham/371627/,2.54,1.55,8.96,0.0,5.5,1.32,4.94,5.82,1.15,written,
12809,2023-11-12,Chelsea,Man City,1581948206,371628,Chelsea,Manchester City,premier_league-chelsea-manchester_city,https://userbet.info/lineups_fixture/premier_league-chelsea-manchester_city/371628/,1.87,2.0,3.93,0.0,7.5,1.56,6.23,4.61,1.21,written,
12806,2023-11-12,Brighton,Sheffield United,1581937593,371625,Brighton,Sheffield Utd,premier_league-brighton-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-brighton-sheffield_utd/371625/,1.64,2.31,8.4,0.0,1.5,1.13,10.8,1.76,2.13,written,
12814,2023-11-25,Nott'm Forest,Brighton,1582493483,376637,Nottingham,Brighton,premier_league-nottingham-brighton,https://userbet.info/lineups_fixture/premier_league-nottingham-brighton/376637/,1.27,3.88,1.19,-0.25,5.5,4.86,28.72,4.85,1.19,written,
12815,2023-11-25,Sheffield United,Bournemouth,1582494015,376638,Sheffield Utd,Bournemouth,premier_league-sheffield_utd-bournemouth,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-bournemouth/376638/,1.58,2.45,1.33,0.0,3.5,4.55,11.72,4.78,1.2,written,
12816,2023-11-25,Brentford,Arsenal,1582506609,376639,Brentford,Arsenal,premier_league-brentford-arsenal_,https://userbet.info/lineups_fixture/premier_league-brentford-arsenal_/376639/,1.25,4.23,5.31,0.0,1.5,1.22,16.92,5.65,1.16,written,
12812,2023-11-25,Luton,Crystal Palace,1582494281,376635,Luton,Crystal Palace,premier_league-luton-crystal_palace,https://userbet.info/lineups_fixture/premier_league-luton-crystal_palace/376635/,1.35,3.34,29.78,0.0,3.5,4.92,1.2,5.21,1.17,written,
12811,2023-11-25,Burnley,West Ham,1582493749,376634,Burnley,West Ham,premier_league-burnley-west_ham,https://userbet.info/lineups_fixture/premier_league-burnley-west_ham/376634/,1.81,2.06,7.56,0.0,1.5,1.18,9.7,3.22,1.37,written,
12813,2023-11-25,Newcastle,Chelsea,1582494547,376636,Newcastle,Chelsea,premier_league-newcastle-chelsea,https://userbet.info/lineups_fixture/premier_league-newcastle-chelsea/376636/,2.98,1.41,9.49,0.0,4.0,3.82,1.45,1.94,1.94,written,
12810,2023-11-25,Man City,Liverpool,1582483122,376633,Manchester City,Liverpool,premier_league-manchester_city-liverpool,https://userbet.info/lineups_fixture/premier_league-manchester_city-liverpool/376633/,3.62,1.31,12.99,0.0,2.5,1.2,5.89,4.68,1.2,written,
12817,2023-11-26,Tottenham,Aston Villa,1582557989,377811,Tottenham,Aston Villa,premier_league-tottenham-aston_villa,https://userbet.info/lineups_fixture/premier_league-tottenham-aston_villa/377811/,2.37,1.62,1.19,0.0,3.5,5.28,30.63,4.01,1.26,written,
12818,2023-11-26,Everton,Man United,1582567879,377812,Everton,Manchester Utd,premier_league-everton-manchester_utd,https://userbet.info/lineups_fixture/premier_league-everton-manchester_utd/377812/,1.96,1.9,1.09,0.0,3.5,9.52,30.41,5.54,1.16,written,
12819,2023-11-27,Fulham,Wolves,1582606082,378745,Fulham,Wolves,premier_league-fulham-wolves,https://userbet.info/lineups_fixture/premier_league-fulham-wolves/378745/,2.89,1.44,11.99,0.0,4.5,1.17,7.02,5.21,1.17,written,
12822,2023-12-02,Burnley,Sheffield United,1582864543,379878,Burnley,Sheffield Utd,premier_league-burnley-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-burnley-sheffield_utd/379878/,2.04,1.84,14.21,-0.5,3.0,4.95,1.27,2.01,1.85,written,
12820,2023-12-02,Arsenal,Wolves,1582865075,379876,Arsenal,Wolves,premier_league-arsenal_-wolves,https://userbet.info/lineups_fixture/premier_league-arsenal_-wolves/379876/,3.46,1.29,11.71,0.0,3.25,6.04,1.24,2.02,1.86,written,
12821,2023-12-02,Brentford,Luton,1582046319,379877,Brentford,Luton,premier_league-brentford-luton,https://userbet.info/lineups_fixture/premier_league-brentford-luton/379877/,2.02,1.91,6.38,-1.0,2.75,4.44,1.54,2.03,1.88,written,
12823,2023-12-02,Nott'm Forest,Everton,1582875382,379879,Nottingham,Everton,premier_league-nottingham-everton,https://userbet.info/lineups_fixture/premier_league-nottingham-everton/379879/,2.09,1.8,1.2,0.0,1.5,5.33,30.0,4.49,1.22,written,
12824,2023-12-02,Newcastle,Man United,1582885231,379880,Newcastle,Manchester Utd,premier_league-newcastle-manchester_utd,https://userbet.info/lineups_fixture/premier_league-newcastle-manchester_utd/379880/,1.92,1.94,7.21,0.0,1.5,1.34,5.31,4.86,1.19,written,
12829,2023-12-03,Man City,Tottenham,1582936490,380944,Manchester City,Tottenham,premier_league-manchester_city-tottenham,https://userbet.info/lineups_fixture/premier_league-manchester_city-tottenham/380944/,3.47,1.33,11.68,0.0,6.5,1.23,5.48,4.26,1.23,written,
12828,2023-12-03,West Ham,Crystal Palace,1582926333,380943,West Ham,Crystal Palace,premier_league-west_ham-crystal_palace,https://userbet.info/lineups_fixture/premier_league-west_ham-crystal_palace/380943/,2.58,1.53,11.74,0.0,2.5,1.15,7.92,5.65,1.15,written,
12827,2023-12-03,Liverpool,Fulham,1582925796,380942,Liverpool,Fulham,premier_league-liverpool-fulham,https://userbet.info/lineups_fixture/premier_league-liverpool-fulham/380942/,1.31,3.53,10.19,-0.25,7.5,1.47,3.47,4.17,1.24,written,
12826,2023-12-03,Chelsea,Brighton,1582926063,380941,Chelsea,Brighton,premier_league-chelsea-brighton,https://userbet.info/lineups_fixture/premier_league-chelsea-brighton/380941/,1.37,3.17,29.09,0.0,5.5,5.28,1.17,3.73,1.28,written,
12825,2023-12-03,Bournemouth,Aston Villa,1582925530,380940,Bournemouth,Aston Villa,premier_league-bournemouth-aston_villa,https://userbet.info/lineups_fixture/premier_league-bournemouth-aston_villa/380940/,1.93,1.95,7.97,0.0,4.5,1.21,8.07,4.47,1.23,written,
12831,2023-12-05,Luton,Arsenal,1583004544,381862,Luton,Arsenal,premier_league-luton-arsenal_,https://userbet.info/lineups_fixture/premier_league-luton-arsenal_/381862/,3.15,1.37,4.84,0.25,6.5,1.22,19.31,4.35,1.23,written,
12830,2023-12-05,Wolves,Burnley,1583003365,381861,Wolves,Burnley,premier_league-wolves-burnley,https://userbet.info/lineups_fixture/premier_league-wolves-burnley/381861/,2.15,1.76,29.16,0.0,1.5,5.51,1.19,5.51,1.17,written,
12836,2023-12-06,Aston Villa,Man City,1582578092,382150,Aston Villa,Manchester City,premier_league-aston_villa-manchester_city,https://userbet.info/lineups_fixture/premier_league-aston_villa-manchester_city/382150/,2.11,1.83,1.65,1.0,3.0,4.33,5.13,2.07,1.85,written,
12837,2023-12-06,Man United,Chelsea,1582578080,382151,Manchester Utd,Chelsea,premier_league-manchester_utd-chelsea,https://userbet.info/lineups_fixture/premier_league-manchester_utd-chelsea/382151/,1.8,2.13,2.46,0.0,3.0,3.61,2.91,2.08,1.84,written,
12834,2023-12-06,Fulham,Nott'm Forest,1582578094,382148,Fulham,Nottingham,premier_league-fulham-nottingham,https://userbet.info/lineups_fixture/premier_league-fulham-nottingham/382148/,1.86,2.07,3.94,-0.5,2.25,3.46,2.06,1.88,2.02,written,
12835,2023-12-06,Sheffield United,Liverpool,1582578086,382149,Sheffield Utd,Liverpool,premier_league-sheffield_utd-liverpool,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-liverpool/382149/,2.08,1.84,1.18,2.25,3.75,8.5,14.0,2.05,1.85,written,
12832,2023-12-06,Brighton,Brentford,1582578089,382146,Brighton,Brentford,premier_league-brighton-brentford,https://userbet.info/lineups_fixture/premier_league-brighton-brentford/382146/,1.96,1.96,4.63,-0.75,3.0,4.12,1.75,2.07,1.85,written,
12833,2023-12-06,Crystal Palace,Bournemouth,1582578097,382147,Crystal Palace,Bournemouth,premier_league-crystal_palace-bournemouth,https://userbet.info/lineups_fixture/premier_league-crystal_palace-bournemouth/382147/,1.89,2.04,3.2,-0.25,2.5,3.43,2.36,2.06,1.85,written,
12839,2023-12-07,Tottenham,West Ham,1582578098,382356,Tottenham,West Ham,premier_league-tottenham-west_ham,https://userbet.info/lineups_fixture/premier_league-tottenham-west_ham/382356/,2.09,1.85,4.9,-0.75,3.0,4.4,1.67,1.87,2.04,written,
12838,2023-12-07,Everton,Newcastle,1582578083,382355,Everton,Newcastle,premier_league-everton-newcastle,https://userbet.info/lineups_fixture/premier_league-everton-newcastle/382355/,2.02,1.9,2.34,0.25,2.5,3.45,3.22,2.01,1.9,written,
12844,2023-12-09,Wolves,Nott'm Forest,1582911653,382791,Wolves,Nottingham,premier_league-wolves-nottingham,https://userbet.info/lineups_fixture/premier_league-wolves-nottingham/382791/,1.93,1.99,4.43,-0.5,2.0,3.34,1.99,1.86,2.05,written,
12840,2023-12-09,Crystal Palace,Liverpool,1582911661,382787,Crystal Palace,Liverpool,premier_league-crystal_palace-liverpool,https://userbet.info/lineups_fixture/premier_league-crystal_palace-liverpool/382787/,1.84,2.1,1.5,1.0,2.75,4.7,6.65,1.88,2.04,written,
12841,2023-12-09,Brighton,Burnley,1582913031,382788,Brighton,Burnley,premier_league-brighton-burnley,https://userbet.info/lineups_fixture/premier_league-brighton-burnley/382788/,2.01,1.92,6.19,-1.0,2.75,4.54,1.54,1.91,2.0,written,
12842,2023-12-09,Man United,Bournemouth,1582911647,382789,Manchester Utd,Bournemouth,premier_league-manchester_utd-bournemouth,https://userbet.info/lineups_fixture/premier_league-manchester_utd-bournemouth/382789/,2.09,1.85,4.78,-0.75,3.25,4.48,1.67,2.0,1.91,written,
12843,2023-12-09,Sheffield United,Brentford,1582911663,382790,Sheffield Utd,Brentford,premier_league-sheffield_utd-brentford,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-brentford/382790/,2.02,1.91,1.78,0.75,2.5,3.91,4.71,1.94,1.96,written,
12845,2023-12-09,Aston Villa,Arsenal,1582913036,382792,Aston Villa,Arsenal,premier_league-aston_villa-arsenal_,https://userbet.info/lineups_fixture/premier_league-aston_villa-arsenal_/382792/,2.01,1.91,2.0,0.5,2.75,3.88,3.67,1.95,1.95,written,
12849,2023-12-10,Tottenham,Newcastle,1582911642,383544,Tottenham,Newcastle,premier_league-tottenham-newcastle,https://userbet.info/lineups_fixture/premier_league-tottenham-newcastle/383544/,1.89,2.04,3.49,-0.5,3.25,4.02,2.03,2.07,1.85,written,
12846,2023-12-10,Everton,Chelsea,1582911646,383541,Everton,Chelsea,premier_league-everton-chelsea,https://userbet.info/lineups_fixture/premier_league-everton-chelsea/383541/,2.06,1.87,2.84,0.0,2.5,3.47,2.58,1.91,2.0,written,
12847,2023-12-10,Fulham,West Ham,1582911643,383542,Fulham,West Ham,premier_league-fulham-west_ham,https://userbet.info/lineups_fixture/premier_league-fulham-west_ham/383542/,1.99,1.93,3.33,-0.25,2.5,3.61,2.22,1.85,2.07,written,
12848,2023-12-10,Luton,Man City,1582913033,383543,Luton,Manchester City,premier_league-luton-manchester_city,https://userbet.info/lineups_fixture/premier_league-luton-manchester_city/383543/,2.07,1.85,1.18,2.0,3.0,7.8,16.0,1.93,1.96,written,
12850,2023-12-15,Nott'm Forest,Tottenham,1583101023,384809,Nottingham,Tottenham,premier_league-nottingham-tottenham,https://userbet.info/lineups_fixture/premier_league-nottingham-tottenham/384809/,1.87,2.06,1.68,0.75,2.75,4.18,5.1,1.95,1.95,written,
12851,2023-12-16,Chelsea,Sheffield United,1583101027,385073,Chelsea,Sheffield Utd,premier_league-chelsea-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-chelsea-sheffield_utd/385073/,2.05,1.87,15.91,-2.0,3.25,8.04,1.18,1.88,2.0,written,
12852,2023-12-16,Man City,Crystal Palace,1583101024,385074,Manchester City,Crystal Palace,premier_league-manchester_city-crystal_palace,https://userbet.info/lineups_fixture/premier_league-manchester_city-crystal_palace/385074/,1.83,2.1,20.24,-2.0,2.75,7.54,1.17,2.02,1.87,written,
12853,2023-12-16,Newcastle,Fulham,1583101025,385075,Newcastle,Fulham,premier_league-newcastle-fulham,https://userbet.info/lineups_fixture/premier_league-newcastle-fulham/385075/,2.0,1.93,4.06,-0.5,2.75,3.84,1.92,2.04,1.88,written,
12854,2023-12-16,Burnley,Everton,1583118861,385076,Burnley,Everton,premier_league-burnley-everton,https://userbet.info/lineups_fixture/premier_league-burnley-everton/385076/,1.96,1.96,2.26,0.25,2.5,3.57,3.28,1.95,1.95,written,
12855,2023-12-17,Arsenal,Brighton,1583103006,385768,Arsenal,Brighton,premier_league-arsenal_-brighton,https://userbet.info/lineups_fixture/premier_league-arsenal_-brighton/385768/,1.89,2.04,6.83,-1.25,3.0,4.9,1.47,2.04,1.88,written,
12856,2023-12-17,Brentford,Aston Villa,1583103002,385769,Brentford,Aston Villa,premier_league-brentford-aston_villa,https://userbet.info/lineups_fixture/premier_league-brentford-aston_villa/385769/,2.04,1.89,2.36,0.25,2.5,3.46,3.18,1.97,1.93,written,
12857,2023-12-17,West Ham,Wolves,1583103005,385770,West Ham,Wolves,premier_league-west_ham-wolves,https://userbet.info/lineups_fixture/premier_league-west_ham-wolves/385770/,2.01,1.91,4.34,-0.5,2.5,3.65,1.9,2.02,1.89,written,
12858,2023-12-17,Liverpool,Man United,1583102365,385771,Liverpool,Manchester Utd,premier_league-liverpool-manchester_utd,https://userbet.info/lineups_fixture/premier_league-liverpool-manchester_utd/385771/,2.04,1.88,8.5,-1.5,3.5,6.1,1.33,2.0,1.91,written,
12859,2023-12-21,Crystal Palace,Brighton,1583204944,387018,Crystal Palace,Brighton,premier_league-crystal_palace-brighton,https://userbet.info/lineups_fixture/premier_league-crystal_palace-brighton/387018/,2.04,1.88,2.38,0.25,2.25,3.36,3.23,1.9,2.01,written,
12860,2023-12-22,Aston Villa,Sheffield United,1583247987,387145,Aston Villa,Sheffield Utd,premier_league-aston_villa-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-aston_villa-sheffield_utd/387145/,1.87,2.05,12.5,-2.0,3.25,7.3,1.22,1.85,2.05,written,
12865,2023-12-23,Tottenham,Everton,1583246345,387335,Tottenham,Everton,premier_league-tottenham-everton,https://userbet.info/lineups_fixture/premier_league-tottenham-everton/387335/,2.02,1.91,4.76,-0.75,3.0,4.24,1.71,1.98,1.93,written,
12866,2023-12-23,Liverpool,Arsenal,1583247989,387336,Liverpool,Arsenal,premier_league-liverpool-arsenal_,https://userbet.info/lineups_fixture/premier_league-liverpool-arsenal_/387336/,2.07,1.86,2.8,0.0,3.0,3.66,2.52,2.07,1.85,written,
12863,2023-12-23,Luton,Newcastle,1583247986,387332,Luton,Newcastle,premier_league-luton-newcastle,https://userbet.info/lineups_fixture/premier_league-luton-newcastle/387332/,1.88,2.05,1.68,0.75,2.5,4.1,5.25,1.9,2.01,written,
12864,2023-12-23,Nott'm Forest,Bournemouth,1583246344,387334,Nottingham,Bournemouth,premier_league-nottingham-bournemouth,https://userbet.info/lineups_fixture/premier_league-nottingham-bournemouth/387334/,1.83,2.12,2.52,0.0,2.5,3.47,2.92,1.94,1.96,written,
12862,2023-12-23,Fulham,Burnley,1583246346,387331,Fulham,Burnley,premier_league-fulham-burnley,https://userbet.info/lineups_fixture/premier_league-fulham-burnley/387331/,2.03,1.9,5.31,-0.75,2.5,3.97,1.69,1.97,1.93,written,
12861,2023-12-23,West Ham,Man United,1583246347,387330,West Ham,Manchester Utd,premier_league-west_ham-manchester_utd,https://userbet.info/lineups_fixture/premier_league-west_ham-manchester_utd/387330/,2.09,1.85,3.39,-0.25,3.0,3.89,2.1,2.0,1.9,written,
12867,2023-12-24,Wolves,Chelsea,1583247997,387698,Wolves,Chelsea,premier_league-wolves-chelsea,https://userbet.info/lineups_fixture/premier_league-wolves-chelsea/387698/,1.92,2.01,2.2,0.25,2.75,3.65,3.34,2.03,1.88,written,
12872,2023-12-26,Man United,Aston Villa,1583538114,387889,Manchester Utd,Aston Villa,premier_league-manchester_utd-aston_villa,https://userbet.info/lineups_fixture/premier_league-manchester_utd-aston_villa/387889/,1.88,2.05,2.99,-0.25,3.0,3.77,2.34,1.98,1.93,written,
12871,2023-12-26,Burnley,Liverpool,1583538117,387888,Burnley,Liverpool,premier_league-burnley-liverpool,https://userbet.info/lineups_fixture/premier_league-burnley-liverpool/387888/,1.85,2.09,1.38,1.25,3.25,5.65,7.85,1.99,1.92,written,
12868,2023-12-26,Newcastle,Nott'm Forest,1583538119,387885,Newcastle,Nottingham,premier_league-newcastle-nottingham,https://userbet.info/lineups_fixture/premier_league-newcastle-nottingham/387885/,2.03,1.9,8.1,-1.25,2.75,5.15,1.4,1.84,2.08,written,
12869,2023-12-26,Bournemouth,Fulham,1583538121,387886,Bournemouth,Fulham,premier_league-bournemouth-fulham,https://userbet.info/lineups_fixture/premier_league-bournemouth-fulham/387886/,1.99,1.93,3.97,-0.5,2.75,3.9,1.92,1.84,2.08,written,
12870,2023-12-26,Sheffield United,Luton,1583538120,387887,Sheffield Utd,Luton,premier_league-sheffield_utd-luton,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-luton/387887/,1.83,2.11,3.15,-0.25,2.25,3.29,2.46,1.94,1.96,written,
12873,2023-12-27,Brentford,Wolves,1583538407,388098,Brentford,Wolves,premier_league-brentford-wolves,https://userbet.info/lineups_fixture/premier_league-brentford-wolves/388098/,1.98,1.94,3.45,-0.25,2.25,3.38,2.26,1.85,2.07,written,
12875,2023-12-27,Everton,Man City,1583538406,388100,Everton,Manchester City,premier_league-everton-manchester_city,https://userbet.info/lineups_fixture/premier_league-everton-manchester_city/388100/,1.92,2.01,1.69,0.75,2.5,3.93,5.36,1.96,1.94,written,
12874,2023-12-27,Chelsea,Crystal Palace,1583538113,388099,Chelsea,Crystal Palace,premier_league-chelsea-crystal_palace,https://userbet.info/lineups_fixture/premier_league-chelsea-crystal_palace/388099/,1.86,2.07,4.72,-0.75,2.5,3.76,1.81,1.97,1.93,written,
12877,2023-12-28,Arsenal,West Ham,1583538116,388223,Arsenal,West Ham,premier_league-arsenal_-west_ham,https://userbet.info/lineups_fixture/premier_league-arsenal_-west_ham/388223/,1.85,2.08,10.83,-1.75,3.0,6.09,1.29,1.98,1.93,written,
12876,2023-12-28,Brighton,Tottenham,1583538408,388222,Brighton,Tottenham,premier_league-brighton-tottenham,https://userbet.info/lineups_fixture/premier_league-brighton-tottenham/388222/,2.04,1.88,2.7,0.0,3.25,3.92,2.49,1.88,2.03,written,
12882,2023-12-30,Wolves,Everton,1583765371,388460,Wolves,Everton,premier_league-wolves-everton,https://userbet.info/lineups_fixture/premier_league-wolves-everton/388460/,1.84,2.1,2.61,0.0,2.25,3.24,2.98,1.93,1.98,written,
12883,2023-12-30,Nott'm Forest,Man United,1583765370,388461,Nottingham,Manchester Utd,premier_league-nottingham-manchester_utd,https://userbet.info/lineups_fixture/premier_league-nottingham-manchester_utd/388461/,1.93,2.0,2.21,0.25,2.75,3.66,3.31,2.0,1.91,written,
12880,2023-12-30,Crystal Palace,Brentford,1583765374,388458,Crystal Palace,Brentford,premier_league-crystal_palace-brentford,https://userbet.info/lineups_fixture/premier_league-crystal_palace-brentford/388458/,2.1,1.84,3.89,-0.25,2.25,3.27,2.15,2.06,1.86,written,
12879,2023-12-30,Aston Villa,Burnley,1583765372,388457,Aston Villa,Burnley,premier_league-aston_villa-burnley,https://userbet.info/lineups_fixture/premier_league-aston_villa-burnley/388457/,1.85,2.08,7.94,-1.5,3.0,5.3,1.39,1.84,2.08,written,
12878,2023-12-30,Luton,Chelsea,1583765367,388456,Luton,Chelsea,premier_league-luton-chelsea,https://userbet.info/lineups_fixture/premier_league-luton-chelsea/388456/,1.96,1.96,1.58,1.0,3.0,4.6,5.55,2.01,1.9,written,
12881,2023-12-30,Man City,Sheffield United,1583765379,388459,Manchester City,Sheffield Utd,premier_league-manchester_city-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-manchester_city-sheffield_utd/388459/,1.87,2.02,36.0,-2.75,3.5,14.0,1.07,1.85,2.02,written,
12884,2023-12-31,Fulham,Arsenal,1583765378,388733,Fulham,Arsenal,premier_league-fulham-arsenal_,https://userbet.info/lineups_fixture/premier_league-fulham-arsenal_/388733/,2.06,1.87,1.61,1.0,2.75,4.22,5.78,2.07,1.85,written,
12885,2023-12-31,Tottenham,Bournemouth,1583765380,388734,Tottenham,Bournemouth,premier_league-tottenham-bournemouth,https://userbet.info/lineups_fixture/premier_league-tottenham-bournemouth/388734/,1.93,2.0,3.92,-0.75,3.75,4.59,1.79,2.05,1.87,written,
12886,2024-01-01,Liverpool,Newcastle,1583765373,388798,Liverpool,Newcastle,premier_league-liverpool-newcastle,https://userbet.info/lineups_fixture/premier_league-liverpool-newcastle/388798/,1.94,1.98,7.75,-1.5,3.5,5.7,1.38,1.97,1.93,written,
12887,2024-01-02,West Ham,Brighton,1583765368,388950,West Ham,Brighton,premier_league-west_ham-brighton,https://userbet.info/lineups_fixture/premier_league-west_ham-brighton/388950/,1.98,1.94,2.27,0.25,2.75,3.65,3.19,1.93,1.98,written,
12888,2024-01-12,Burnley,Luton,1584109693,392459,Burnley,Luton,premier_league-burnley-luton,https://userbet.info/lineups_fixture/premier_league-burnley-luton/392459/,2.06,1.87,3.6,-0.25,2.5,3.45,2.17,2.07,1.85,written,
12889,2024-01-13,Chelsea,Fulham,1583869376,391148,Chelsea,Fulham,premier_league-chelsea-fulham,https://userbet.info/lineups_fixture/premier_league-chelsea-fulham/391148/,2.11,1.83,5.4,-0.75,2.75,4.2,1.65,1.95,1.95,written,
12890,2024-01-13,Newcastle,Man City,1583869367,391149,Newcastle,Manchester City,premier_league-newcastle-manchester_city,https://userbet.info/lineups_fixture/premier_league-newcastle-manchester_city/391149/,1.87,2.06,1.67,0.75,2.75,4.25,5.1,1.9,2.01,written,
12892,2024-01-14,Man United,Tottenham,1583869373,391861,Manchester Utd,Tottenham,premier_league-manchester_utd-tottenham,https://userbet.info/lineups_fixture/premier_league-manchester_utd-tottenham/391861/,1.92,2.0,3.59,-0.5,3.25,4.02,1.99,2.02,1.89,written,
12891,2024-01-14,Everton,Aston Villa,1583869375,391860,Everton,Aston Villa,premier_league-everton-aston_villa,https://userbet.info/lineups_fixture/premier_league-everton-aston_villa/391860/,2.05,1.88,2.79,0.0,2.75,3.61,2.55,1.92,1.98,written,
12893,2024-01-20,Arsenal,Crystal Palace,1583869379,393681,Arsenal,Crystal Palace,premier_league-arsenal_-crystal_palace,https://userbet.info/lineups_fixture/premier_league-arsenal_-crystal_palace/393681/,2.08,1.85,12.65,-1.5,2.75,6.15,1.27,1.98,1.93,written,
12894,2024-01-20,Brentford,Nott'm Forest,1583869371,393682,Brentford,Nottingham,premier_league-brentford-nottingham,https://userbet.info/lineups_fixture/premier_league-brentford-nottingham/393682/,1.92,2.01,4.81,-0.75,2.5,3.87,1.78,1.92,1.99,written,
12895,2024-01-21,Sheffield United,West Ham,1583869369,394519,Sheffield Utd,West Ham,premier_league-sheffield_utd-west_ham,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-west_ham/394519/,1.85,1.96,1.66,0.75,2.75,3.99,4.66,1.83,1.97,written,
12896,2024-01-21,Bournemouth,Liverpool,1583869368,394520,Bournemouth,Liverpool,premier_league-bournemouth-liverpool,https://userbet.info/lineups_fixture/premier_league-bournemouth-liverpool/394520/,1.89,2.04,1.71,0.75,3.25,4.47,4.51,1.88,2.02,written,
12897,2024-01-22,Brighton,Wolves,1583869377,395197,Brighton,Wolves,premier_league-brighton-wolves,https://userbet.info/lineups_fixture/premier_league-brighton-wolves/395197/,2.09,1.85,5.15,-0.75,3.0,4.25,1.67,2.06,1.85,written,
12902,2024-01-30,Aston Villa,Newcastle,1583986869,398344,Aston Villa,Newcastle,premier_league-aston_villa-newcastle,https://userbet.info/lineups_fixture/premier_league-aston_villa-newcastle/398344/,1.84,2.07,4.09,-0.75,3.0,4.1,1.85,1.93,1.98,written,
12899,2024-01-30,Fulham,Everton,1583986892,398341,Fulham,Everton,premier_league-fulham-everton,https://userbet.info/lineups_fixture/premier_league-fulham-everton/398341/,2.01,1.91,3.64,-0.25,2.25,3.27,2.23,1.93,1.97,written,
12900,2024-01-30,Luton,Brighton,1583986870,398342,Luton,Brighton,premier_league-luton-brighton,https://userbet.info/lineups_fixture/premier_league-luton-brighton/398342/,2.08,1.85,1.83,0.75,2.75,3.99,4.29,1.88,2.03,written,
12901,2024-01-30,Crystal Palace,Sheffield United,1583986868,398343,Crystal Palace,Sheffield Utd,premier_league-crystal_palace-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-crystal_palace-sheffield_utd/398343/,1.84,2.1,6.2,-1.0,2.5,4.0,1.61,2.04,1.87,written,
