match_id,match_date,home_team,away_team,ps_id,fid,userbet_home,userbet_away,slug,lineups_url
12701,2023-08-19,Fulham,Brentford,1577143881,319953,Fulham,Brentford,premier_league-fulham-brentford,https://userbet.info/lineups_fixture/premier_league-fulham-brentford/319953/
12702,2023-08-19,Liverpool,Bournemouth,1577144413,319954,Liverpool,Bournemouth,premier_league-liverpool-bournemouth,https://userbet.info/lineups_fixture/premier_league-liverpool-bournemouth/319954/
12707,2023-08-20,West Ham,Chelsea,1577215124,321409,West Ham,Chelsea,premier_league-west_ham-chelsea,https://userbet.info/lineups_fixture/premier_league-west_ham-chelsea/321409/
12706,2023-08-20,Aston Villa,Everton,1577203824,321408,Aston Villa,Everton,premier_league-aston_villa-everton,https://userbet.info/lineups_fixture/premier_league-aston_villa-everton/321408/
12708,2023-08-21,Crystal Palace,Arsenal,1577270151,322423,Crystal Palace,Arsenal,premier_league-crystal_palace-arsenal_,https://userbet.info/lineups_fixture/premier_league-crystal_palace-arsenal_/322423/
12709,2023-08-25,Chelsea,Luton,1577518125,323498,Chelsea,Luton,premier_league-chelsea-luton,https://userbet.info/lineups_fixture/premier_league-chelsea-luton/323498/
12714,2023-08-26,Man United,Nott'm Forest,1577572309,324213,Manchester Utd,Nottingham,premier_league-manchester_utd-nottingham,https://userbet.info/lineups_fixture/premier_league-manchester_utd-nottingham/324213/
12715,2023-08-26,Brighton,West Ham,1577584023,324214,Brighton,West Ham,premier_league-brighton-west_ham,https://userbet.info/lineups_fixture/premier_league-brighton-west_ham/324214/
12710,2023-08-26,Bournemouth,Tottenham,1577562231,324209,Bournemouth,Tottenham,premier_league-bournemouth-tottenham,https://userbet.info/lineups_fixture/premier_league-bournemouth-tottenham/324209/
12711,2023-08-26,Arsenal,Fulham,1577572843,324210,Arsenal,Fulham,premier_league-arsenal_-fulham,https://userbet.info/lineups_fixture/premier_league-arsenal_-fulham/324210/
12712,2023-08-26,Brentford,Crystal Palace,1577572575,324211,Brentford,Crystal Palace,premier_league-brentford-crystal_palace,https://userbet.info/lineups_fixture/premier_league-brentford-crystal_palace/324211/
12713,2023-08-26,Everton,Wolves,1577572841,324212,Everton,Wolves,premier_league-everton-wolves,https://userbet.info/lineups_fixture/premier_league-everton-wolves/324212/
12718,2023-08-27,Newcastle,Liverpool,1577653968,325582,Newcastle,Liverpool,premier_league-newcastle-liverpool,https://userbet.info/lineups_fixture/premier_league-newcastle-liverpool/325582/
12717,2023-08-27,Sheffield United,Man City,1577642245,325581,Sheffield Utd,Manchester City,premier_league-sheffield_utd-manchester_city,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-manchester_city/325581/
12716,2023-08-27,Burnley,Aston Villa,1577689661,325580,Burnley,Aston Villa,premier_league-burnley-aston_villa,https://userbet.info/lineups_fixture/premier_league-burnley-aston_villa/325580/
12719,2023-09-01,Luton,West Ham,1577958249,327681,Luton,West Ham,premier_league-luton-west_ham,https://userbet.info/lineups_fixture/premier_league-luton-west_ham/327681/
12721,2023-09-02,Brentford,Bournemouth,1577995748,328495,Brentford,Bournemouth,premier_league-brentford-bournemouth,https://userbet.info/lineups_fixture/premier_league-brentford-bournemouth/328495/
12720,2023-09-02,Sheffield United,Everton,1577988957,328494,Sheffield Utd,Everton,premier_league-sheffield_utd-everton,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-everton/328494/
12722,2023-09-02,Burnley,Tottenham,1577996280,328496,Burnley,Tottenham,premier_league-burnley-tottenham,https://userbet.info/lineups_fixture/premier_league-burnley-tottenham/328496/
12723,2023-09-02,Chelsea,Nott'm Forest,1577995482,328497,Chelsea,Nottingham,premier_league-chelsea-nottingham,https://userbet.info/lineups_fixture/premier_league-chelsea-nottingham/328497/
12724,2023-09-02,Man City,Fulham,1577996014,328498,Manchester City,Fulham,premier_league-manchester_city-fulham,https://userbet.info/lineups_fixture/premier_league-manchester_city-fulham/328498/
12725,2023-09-02,Brighton,Newcastle,1578004667,328499,Brighton,Newcastle,premier_league-brighton-newcastle,https://userbet.info/lineups_fixture/premier_league-brighton-newcastle/328499/
12726,2023-09-03,Crystal Palace,Wolves,1578045816,329926,Crystal Palace,Wolves,premier_league-crystal_palace-wolves,https://userbet.info/lineups_fixture/premier_league-crystal_palace-wolves/329926/
12727,2023-09-03,Liverpool,Aston Villa,1578045550,329927,Liverpool,Aston Villa,premier_league-liverpool-aston_villa,https://userbet.info/lineups_fixture/premier_league-liverpool-aston_villa/329927/
12728,2023-09-03,Arsenal,Man United,1578059079,329928,Arsenal,Manchester Utd,premier_league-arsenal_-manchester_utd,https://userbet.info/lineups_fixture/premier_league-arsenal_-manchester_utd/329928/
12733,2023-09-16,Tottenham,Sheffield United,1578693854,336536,Tottenham,Sheffield Utd,premier_league-tottenham-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-tottenham-sheffield_utd/336536/
12734,2023-09-16,West Ham,Man City,1578693319,336537,West Ham,Manchester City,premier_league-west_ham-manchester_city,https://userbet.info/lineups_fixture/premier_league-west_ham-manchester_city/336537/
12735,2023-09-16,Newcastle,Brentford,1578706962,336538,Newcastle,Brentford,premier_league-newcastle-brentford,https://userbet.info/lineups_fixture/premier_league-newcastle-brentford/336538/
12730,2023-09-16,Aston Villa,Crystal Palace,1578692787,336533,Aston Villa,Crystal Palace,premier_league-aston_villa-crystal_palace,https://userbet.info/lineups_fixture/premier_league-aston_villa-crystal_palace/336533/
12731,2023-09-16,Fulham,Luton,1578693588,336534,Fulham,Luton,premier_league-fulham-luton,https://userbet.info/lineups_fixture/premier_league-fulham-luton/336534/
12732,2023-09-16,Man United,Brighton,1578693053,336535,Manchester Utd,Brighton,premier_league-manchester_utd-brighton,https://userbet.info/lineups_fixture/premier_league-manchester_utd-brighton/336535/
12729,2023-09-16,Wolves,Liverpool,1578681816,336532,Wolves,Liverpool,premier_league-wolves-liverpool,https://userbet.info/lineups_fixture/premier_league-wolves-liverpool/336532/
12737,2023-09-17,Everton,Arsenal,1578776222,338064,Everton,Arsenal,premier_league-everton-arsenal_,https://userbet.info/lineups_fixture/premier_league-everton-arsenal_/338064/
12736,2023-09-17,Bournemouth,Chelsea,1578765942,338063,Bournemouth,Chelsea,premier_league-bournemouth-chelsea,https://userbet.info/lineups_fixture/premier_league-bournemouth-chelsea/338063/
12738,2023-09-18,Nott'm Forest,Burnley,1578835540,339168,Nottingham,Burnley,premier_league-nottingham-burnley,https://userbet.info/lineups_fixture/premier_league-nottingham-burnley/339168/
12743,2023-09-23,Burnley,Man United,1579180787,341167,Burnley,Manchester Utd,premier_league-burnley-manchester_utd,https://userbet.info/lineups_fixture/premier_league-burnley-manchester_utd/341167/
12740,2023-09-23,Luton,Wolves,1579156428,341164,Luton,Wolves,premier_league-luton-wolves,https://userbet.info/lineups_fixture/premier_league-luton-wolves/341164/
12739,2023-09-23,Crystal Palace,Fulham,1579155896,341163,Crystal Palace,Fulham,premier_league-crystal_palace-fulham,https://userbet.info/lineups_fixture/premier_league-crystal_palace-fulham/341163/
12741,2023-09-23,Man City,Nott'm Forest,1579156162,341165,Manchester City,Nottingham,premier_league-manchester_city-nottingham,https://userbet.info/lineups_fixture/premier_league-manchester_city-nottingham/341165/
12742,2023-09-23,Brentford,Everton,1579168772,341166,Brentford,Everton,premier_league-brentford-everton,https://userbet.info/lineups_fixture/premier_league-brentford-everton/341166/
12744,2023-09-24,Arsenal,Tottenham,1579225985,342706,Arsenal,Tottenham,premier_league-arsenal_-tottenham,https://userbet.info/lineups_fixture/premier_league-arsenal_-tottenham/342706/
12745,2023-09-24,Brighton,Bournemouth,1579226517,342707,Brighton,Bournemouth,premier_league-brighton-bournemouth,https://userbet.info/lineups_fixture/premier_league-brighton-bournemouth/342707/
12746,2023-09-24,Chelsea,Aston Villa,1579226783,342708,Chelsea,Aston Villa,premier_league-chelsea-aston_villa,https://userbet.info/lineups_fixture/premier_league-chelsea-aston_villa/342708/
12747,2023-09-24,Liverpool,West Ham,1579226251,342709,Liverpool,West Ham,premier_league-liverpool-west_ham,https://userbet.info/lineups_fixture/premier_league-liverpool-west_ham/342709/
12748,2023-09-24,Sheffield United,Newcastle,1579240214,342710,Sheffield Utd,Newcastle,premier_league-sheffield_utd-newcastle,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-newcastle/342710/
12754,2023-09-30,West Ham,Sheffield United,1579620613,345839,West Ham,Sheffield Utd,premier_league-west_ham-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-west_ham-sheffield_utd/345839/
12753,2023-09-30,Newcastle,Burnley,1579621145,345838,Newcastle,Burnley,premier_league-newcastle-burnley,https://userbet.info/lineups_fixture/premier_league-newcastle-burnley/345838/
12756,2023-09-30,Tottenham,Liverpool,1579629745,345841,Tottenham,Liverpool,premier_league-tottenham-liverpool,https://userbet.info/lineups_fixture/premier_league-tottenham-liverpool/345841/
12755,2023-09-30,Wolves,Man City,1579617595,345840,Wolves,Manchester City,premier_league-wolves-manchester_city,https://userbet.info/lineups_fixture/premier_league-wolves-manchester_city/345840/
12749,2023-09-30,Aston Villa,Brighton,1579603592,345834,Aston Villa,Brighton,premier_league-aston_villa-brighton,https://userbet.info/lineups_fixture/premier_league-aston_villa-brighton/345834/
12750,2023-09-30,Bournemouth,Arsenal,1579617329,345835,Bournemouth,Arsenal,premier_league-bournemouth-arsenal_,https://userbet.info/lineups_fixture/premier_league-bournemouth-arsenal_/345835/
12751,2023-09-30,Everton,Luton,1579620879,345836,Everton,Luton,premier_league-everton-luton,https://userbet.info/lineups_fixture/premier_league-everton-luton/345836/
12752,2023-09-30,Man United,Crystal Palace,1579617063,345837,Manchester Utd,Crystal Palace,premier_league-manchester_utd-crystal_palace,https://userbet.info/lineups_fixture/premier_league-manchester_utd-crystal_palace/345837/
12757,2023-10-01,Nott'm Forest,Brentford,1579691984,347321,Nottingham,Brentford,premier_league-nottingham-brentford,https://userbet.info/lineups_fixture/premier_league-nottingham-brentford/347321/
12758,2023-10-02,Fulham,Chelsea,1579755624,348450,Fulham,Chelsea,premier_league-fulham-chelsea,https://userbet.info/lineups_fixture/premier_league-fulham-chelsea/348450/
12759,2023-10-03,Luton,Burnley,1579787077,319955,Luton,Burnley,premier_league-luton-burnley,https://userbet.info/lineups_fixture/premier_league-luton-burnley/319955/
12764,2023-10-07,Man United,Brentford,1580035336,350294,Manchester Utd,Brentford,premier_league-manchester_utd-brentford,https://userbet.info/lineups_fixture/premier_league-manchester_utd-brentford/350294/
12765,2023-10-07,Crystal Palace,Nott'm Forest,1580047655,350295,Crystal Palace,Nottingham,premier_league-crystal_palace-nottingham,https://userbet.info/lineups_fixture/premier_league-crystal_palace-nottingham/350295/
12762,2023-10-07,Everton,Bournemouth,1580035602,350292,Everton,Bournemouth,premier_league-everton-bournemouth,https://userbet.info/lineups_fixture/premier_league-everton-bournemouth/350292/
12763,2023-10-07,Fulham,Sheffield United,1580036134,350293,Fulham,Sheffield Utd,premier_league-fulham-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-fulham-sheffield_utd/350293/
12761,2023-10-07,Burnley,Chelsea,1580035868,350291,Burnley,Chelsea,premier_league-burnley-chelsea,https://userbet.info/lineups_fixture/premier_league-burnley-chelsea/350291/
12760,2023-10-07,Luton,Tottenham,1580026373,350290,Luton,Tottenham,premier_league-luton-tottenham,https://userbet.info/lineups_fixture/premier_league-luton-tottenham/350290/
12767,2023-10-08,West Ham,Newcastle,1580085631,351847,West Ham,Newcastle,premier_league-west_ham-newcastle,https://userbet.info/lineups_fixture/premier_league-west_ham-newcastle/351847/
12766,2023-10-08,Brighton,Liverpool,1580085365,351846,Brighton,Liverpool,premier_league-brighton-liverpool,https://userbet.info/lineups_fixture/premier_league-brighton-liverpool/351846/
12768,2023-10-08,Wolves,Aston Villa,1580085099,351848,Wolves,Aston Villa,premier_league-wolves-aston_villa,https://userbet.info/lineups_fixture/premier_league-wolves-aston_villa/351848/
12769,2023-10-08,Arsenal,Man City,1580096923,351849,Arsenal,Manchester City,premier_league-arsenal_-manchester_city,https://userbet.info/lineups_fixture/premier_league-arsenal_-manchester_city/351849/
12773,2023-10-21,Man City,Brighton,1579747265,357904,Manchester City,Brighton,premier_league-manchester_city-brighton,https://userbet.info/lineups_fixture/premier_league-manchester_city-brighton/357904/
12770,2023-10-21,Liverpool,Everton,1580602483,357901,Liverpool,Everton,premier_league-liverpool-everton,https://userbet.info/lineups_fixture/premier_league-liverpool-everton/357901/
12771,2023-10-21,Bournemouth,Wolves,1580616983,357902,Bournemouth,Wolves,premier_league-bournemouth-wolves,https://userbet.info/lineups_fixture/premier_league-bournemouth-wolves/357902/
12772,2023-10-21,Brentford,Burnley,1580617515,357903,Brentford,Burnley,premier_league-brentford-burnley,https://userbet.info/lineups_fixture/premier_league-brentford-burnley/357903/
12774,2023-10-21,Newcastle,Crystal Palace,1580616717,357905,Newcastle,Crystal Palace,premier_league-newcastle-crystal_palace,https://userbet.info/lineups_fixture/premier_league-newcastle-crystal_palace/357905/
12775,2023-10-21,Nott'm Forest,Luton,1580617781,357906,Nottingham,Luton,premier_league-nottingham-luton,https://userbet.info/lineups_fixture/premier_league-nottingham-luton/357906/
12776,2023-10-21,Chelsea,Arsenal,1580628981,357907,Chelsea,Arsenal,premier_league-chelsea-arsenal_,https://userbet.info/lineups_fixture/premier_league-chelsea-arsenal_/357907/
12777,2023-10-21,Sheffield United,Man United,1580637078,357908,Sheffield Utd,Manchester Utd,premier_league-sheffield_utd-manchester_utd,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-manchester_utd/357908/
12778,2023-10-22,Aston Villa,West Ham,1580696255,359289,Aston Villa,West Ham,premier_league-aston_villa-west_ham,https://userbet.info/lineups_fixture/premier_league-aston_villa-west_ham/359289/
12779,2023-10-23,Tottenham,Fulham,1580737577,360431,Tottenham,Fulham,premier_league-tottenham-fulham,https://userbet.info/lineups_fixture/premier_league-tottenham-fulham/360431/
12780,2023-10-27,Crystal Palace,Tottenham,1581007354,361381,Crystal Palace,Tottenham,premier_league-crystal_palace-tottenham,https://userbet.info/lineups_fixture/premier_league-crystal_palace-tottenham/361381/
12782,2023-10-28,Arsenal,Sheffield United,1581054855,362045,Arsenal,Sheffield Utd,premier_league-arsenal_-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-arsenal_-sheffield_utd/362045/
12783,2023-10-28,Bournemouth,Burnley,1581054589,362046,Bournemouth,Burnley,premier_league-bournemouth-burnley,https://userbet.info/lineups_fixture/premier_league-bournemouth-burnley/362046/
12784,2023-10-28,Wolves,Newcastle,1581065386,362047,Wolves,Newcastle,premier_league-wolves-newcastle,https://userbet.info/lineups_fixture/premier_league-wolves-newcastle/362047/
12781,2023-10-28,Chelsea,Brentford,1581043729,362044,Chelsea,Brentford,premier_league-chelsea-brentford,https://userbet.info/lineups_fixture/premier_league-chelsea-brentford/362044/
12789,2023-10-29,Man United,Man City,1581129873,363512,Manchester Utd,Manchester City,premier_league-manchester_utd-manchester_city,https://userbet.info/lineups_fixture/premier_league-manchester_utd-manchester_city/363512/
12785,2023-10-29,West Ham,Everton,1581115038,363508,West Ham,Everton,premier_league-west_ham-everton,https://userbet.info/lineups_fixture/premier_league-west_ham-everton/363508/
12787,2023-10-29,Brighton,Fulham,1581121939,363510,Brighton,Fulham,premier_league-brighton-fulham,https://userbet.info/lineups_fixture/premier_league-brighton-fulham/363510/
12786,2023-10-29,Aston Villa,Luton,1581123272,363509,Aston Villa,Luton,premier_league-aston_villa-luton,https://userbet.info/lineups_fixture/premier_league-aston_villa-luton/363509/
12788,2023-10-29,Liverpool,Nott'm Forest,1581122205,363511,Liverpool,Nottingham,premier_league-liverpool-nottingham,https://userbet.info/lineups_fixture/premier_league-liverpool-nottingham/363511/
12791,2023-11-04,Brentford,West Ham,1581470052,366374,Brentford,West Ham,premier_league-brentford-west_ham,https://userbet.info/lineups_fixture/premier_league-brentford-west_ham/366374/
12790,2023-11-04,Fulham,Man United,1581459426,366373,Fulham,Manchester Utd,premier_league-fulham-manchester_utd,https://userbet.info/lineups_fixture/premier_league-fulham-manchester_utd/366373/
12792,2023-11-04,Burnley,Crystal Palace,1581470584,366375,Burnley,Crystal Palace,premier_league-burnley-crystal_palace,https://userbet.info/lineups_fixture/premier_league-burnley-crystal_palace/366375/
12793,2023-11-04,Everton,Brighton,1581469786,366376,Everton,Brighton,premier_league-everton-brighton,https://userbet.info/lineups_fixture/premier_league-everton-brighton/366376/
12794,2023-11-04,Man City,Bournemouth,1580673698,366377,Manchester City,Bournemouth,premier_league-manchester_city-bournemouth,https://userbet.info/lineups_fixture/premier_league-manchester_city-bournemouth/366377/
12795,2023-11-04,Sheffield United,Wolves,1581470850,366378,Sheffield Utd,Wolves,premier_league-sheffield_utd-wolves,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-wolves/366378/
12796,2023-11-04,Newcastle,Arsenal,1581481828,366379,Newcastle,Arsenal,premier_league-newcastle-arsenal_,https://userbet.info/lineups_fixture/premier_league-newcastle-arsenal_/366379/
12797,2023-11-05,Nott'm Forest,Aston Villa,1581532651,367714,Nottingham,Aston Villa,premier_league-nottingham-aston_villa,https://userbet.info/lineups_fixture/premier_league-nottingham-aston_villa/367714/
12798,2023-11-05,Luton,Liverpool,1581543312,367715,Luton,Liverpool,premier_league-luton-liverpool,https://userbet.info/lineups_fixture/premier_league-luton-liverpool/367715/
12799,2023-11-06,Tottenham,Chelsea,1581591097,368882,Tottenham,Chelsea,premier_league-tottenham-chelsea,https://userbet.info/lineups_fixture/premier_league-tottenham-chelsea/368882/
12802,2023-11-11,Crystal Palace,Everton,1581881512,370320,Crystal Palace,Everton,premier_league-crystal_palace-everton,https://userbet.info/lineups_fixture/premier_league-crystal_palace-everton/370320/
12803,2023-11-11,Man United,Luton,1581881778,370321,Manchester Utd,Luton,premier_league-manchester_utd-luton,https://userbet.info/lineups_fixture/premier_league-manchester_utd-luton/370321/
12801,2023-11-11,Arsenal,Burnley,1581882044,370319,Arsenal,Burnley,premier_league-arsenal_-burnley,https://userbet.info/lineups_fixture/premier_league-arsenal_-burnley/370319/
12804,2023-11-11,Bournemouth,Newcastle,1581892012,370322,Bournemouth,Newcastle,premier_league-bournemouth-newcastle,https://userbet.info/lineups_fixture/premier_league-bournemouth-newcastle/370322/
12800,2023-11-11,Wolves,Tottenham,1581875212,370318,Wolves,Tottenham,premier_league-wolves-tottenham,https://userbet.info/lineups_fixture/premier_league-wolves-tottenham/370318/
12805,2023-11-12,Aston Villa,Fulham,1581936248,371624,Aston Villa,Fulham,premier_league-aston_villa-fulham,https://userbet.info/lineups_fixture/premier_league-aston_villa-fulham/371624/
12807,2023-11-12,Liverpool,Brentford,1581935714,371626,Liverpool,Brentford,premier_league-liverpool-brentford,https://userbet.info/lineups_fixture/premier_league-liverpool-brentford/371626/
12808,2023-11-12,West Ham,Nott'm Forest,1581935980,371627,West Ham,Nottingham,premier_league-west_ham-nottingham,https://userbet.info/lineups_fixture/premier_league-west_ham-nottingham/371627/
12809,2023-11-12,Chelsea,Man City,1581948206,371628,Chelsea,Manchester City,premier_league-chelsea-manchester_city,https://userbet.info/lineups_fixture/premier_league-chelsea-manchester_city/371628/
12806,2023-11-12,Brighton,Sheffield United,1581937593,371625,Brighton,Sheffield Utd,premier_league-brighton-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-brighton-sheffield_utd/371625/
12814,2023-11-25,Nott'm Forest,Brighton,1582493483,376637,Nottingham,Brighton,premier_league-nottingham-brighton,https://userbet.info/lineups_fixture/premier_league-nottingham-brighton/376637/
12815,2023-11-25,Sheffield United,Bournemouth,1582494015,376638,Sheffield Utd,Bournemouth,premier_league-sheffield_utd-bournemouth,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-bournemouth/376638/
12816,2023-11-25,Brentford,Arsenal,1582506609,376639,Brentford,Arsenal,premier_league-brentford-arsenal_,https://userbet.info/lineups_fixture/premier_league-brentford-arsenal_/376639/
12812,2023-11-25,Luton,Crystal Palace,1582494281,376635,Luton,Crystal Palace,premier_league-luton-crystal_palace,https://userbet.info/lineups_fixture/premier_league-luton-crystal_palace/376635/
12811,2023-11-25,Burnley,West Ham,1582493749,376634,Burnley,West Ham,premier_league-burnley-west_ham,https://userbet.info/lineups_fixture/premier_league-burnley-west_ham/376634/
12813,2023-11-25,Newcastle,Chelsea,1582494547,376636,Newcastle,Chelsea,premier_league-newcastle-chelsea,https://userbet.info/lineups_fixture/premier_league-newcastle-chelsea/376636/
12810,2023-11-25,Man City,Liverpool,1582483122,376633,Manchester City,Liverpool,premier_league-manchester_city-liverpool,https://userbet.info/lineups_fixture/premier_league-manchester_city-liverpool/376633/
12817,2023-11-26,Tottenham,Aston Villa,1582557989,377811,Tottenham,Aston Villa,premier_league-tottenham-aston_villa,https://userbet.info/lineups_fixture/premier_league-tottenham-aston_villa/377811/
12818,2023-11-26,Everton,Man United,1582567879,377812,Everton,Manchester Utd,premier_league-everton-manchester_utd,https://userbet.info/lineups_fixture/premier_league-everton-manchester_utd/377812/
12819,2023-11-27,Fulham,Wolves,1582606082,378745,Fulham,Wolves,premier_league-fulham-wolves,https://userbet.info/lineups_fixture/premier_league-fulham-wolves/378745/
12822,2023-12-02,Burnley,Sheffield United,1582864543,379878,Burnley,Sheffield Utd,premier_league-burnley-sheffield_utd,https://userbet.info/lineups_fixture/premier_league-burnley-sheffield_utd/379878/
12820,2023-12-02,Arsenal,Wolves,1582865075,379876,Arsenal,Wolves,premier_league-arsenal_-wolves,https://userbet.info/lineups_fixture/premier_league-arsenal_-wolves/379876/
12821,2023-12-02,Brentford,Luton,1582046319,379877,Brentford,Luton,premier_league-brentford-luton,https://userbet.info/lineups_fixture/premier_league-brentford-luton/379877/
12823,2023-12-02,Nott'm Forest,Everton,1582875382,379879,Nottingham,Everton,premier_league-nottingham-everton,https://userbet.info/lineups_fixture/premier_league-nottingham-everton/379879/
12824,2023-12-02,Newcastle,Man United,1582885231,379880,Newcastle,Manchester Utd,premier_league-newcastle-manchester_utd,https://userbet.info/lineups_fixture/premier_league-newcastle-manchester_utd/379880/
12829,2023-12-03,Man City,Tottenham,1582936490,380944,Manchester City,Tottenham,premier_league-manchester_city-tottenham,https://userbet.info/lineups_fixture/premier_league-manchester_city-tottenham/380944/
12828,2023-12-03,West Ham,Crystal Palace,1582926333,380943,West Ham,Crystal Palace,premier_league-west_ham-crystal_palace,https://userbet.info/lineups_fixture/premier_league-west_ham-crystal_palace/380943/
12827,2023-12-03,Liverpool,Fulham,1582925796,380942,Liverpool,Fulham,premier_league-liverpool-fulham,https://userbet.info/lineups_fixture/premier_league-liverpool-fulham/380942/
12826,2023-12-03,Chelsea,Brighton,1582926063,380941,Chelsea,Brighton,premier_league-chelsea-brighton,https://userbet.info/lineups_fixture/premier_league-chelsea-brighton/380941/
12825,2023-12-03,Bournemouth,Aston Villa,1582925530,380940,Bournemouth,Aston Villa,premier_league-bournemouth-aston_villa,https://userbet.info/lineups_fixture/premier_league-bournemouth-aston_villa/380940/
12831,2023-12-05,Luton,Arsenal,1583004544,381862,Luton,Arsenal,premier_league-luton-arsenal_,https://userbet.info/lineups_fixture/premier_league-luton-arsenal_/381862/
12830,2023-12-05,Wolves,Burnley,1583003365,381861,Wolves,Burnley,premier_league-wolves-burnley,https://userbet.info/lineups_fixture/premier_league-wolves-burnley/381861/
12836,2023-12-06,Aston Villa,Man City,1582578092,382150,Aston Villa,Manchester City,premier_league-aston_villa-manchester_city,https://userbet.info/lineups_fixture/premier_league-aston_villa-manchester_city/382150/
12837,2023-12-06,Man United,Chelsea,1582578080,382151,Manchester Utd,Chelsea,premier_league-manchester_utd-chelsea,https://userbet.info/lineups_fixture/premier_league-manchester_utd-chelsea/382151/
12834,2023-12-06,Fulham,Nott'm Forest,1582578094,382148,Fulham,Nottingham,premier_league-fulham-nottingham,https://userbet.info/lineups_fixture/premier_league-fulham-nottingham/382148/
12835,2023-12-06,Sheffield United,Liverpool,1582578086,382149,Sheffield Utd,Liverpool,premier_league-sheffield_utd-liverpool,https://userbet.info/lineups_fixture/premier_league-sheffield_utd-liverpool/382149/
12832,2023-12-06,Brighton,Brentford,1582578089,382146,Brighton,Brentford,premier_league-brighton-brentford,https://userbet.info/lineups_fixture/premier_league-brighton-brentford/382146/
12833,2023-12-06,Crystal Palace,Bournemouth,1582578097,382147,Crystal Palace,Bournemouth,premier_league-crystal_palace-bournemouth,https://userbet.info/lineups_fixture/premier_league-crystal_palace-bournemouth/382147/
12839,2023-12-07,Tottenham,West Ham,1582578098,382356,Tottenham,West Ham,premier_league-tottenham-west_ham,https://userbet.info/lineups_fixture/premier_league-tottenham-west_ham/382356/
12838,2023-12-07,Everton,Newcastle,1582578083,382355,Everton,Newcastle,premier_league-everton-newcastle,https://userbet.info/lineups_fixture/premier_league-everton-newcastle/382355/
12844,2023-12-09,Wolves,Nott'm Forest,1582911653,382791,Wolves,Nottingham,premier_league-wolves-nottingham,https://userbet.info/lineups_fixture/premier_league-wolves-nottingham/382791/
